"submitted_item" "validated_id" "current_symbol"
"468" "FBgn0260635" "FBgn0260635" "Diap1"
"469" "FBgn0260745" "FBgn0260745" "mfas"
"470" "FBgn0261113" "FBgn0261113" "Xrp1"
"471" "FBgn0261283" "FBgn0261283" "SREBP"
"472" "FBgn0261561" "FBgn0261561" "CG42675"
"473" "FBgn0261575" "FBgn0261575" "tobi"
"474" "FBgn0261805" "FBgn0261805" "CG42751"
"475" "FBgn0261987" "FBgn0261987" "Pxt"
"476" "FBgn0261990" "FBgn0261990" "CG42808"
"477" "FBgn0262003" "FBgn0262003" "CG42821"
"478" "FBgn0262035" "FBgn0262035" "CG42846"
"479" "FBgn0262057" "FBgn0262057" "Spn77Ba"
"480" "FBgn0262107" "FBgn0262107" "asRNA:CR42860"
"481" "FBgn0262146" "FBgn0262146" "MtnE"
"482" "FBgn0262531" "FBgn0262531" "CG43085"
"483" "FBgn0262624" "FBgn0262624" "Tmhs"
"484" "FBgn0262717" "FBgn0262717" "Skel"
"485" "FBgn0262808" "FBgn0262808" "CG43179"
"486" "FBgn0262954" "FBgn0262954" "Polr2K"
"487" "FBgn0263038" "FBgn0263038" "CG43333"
"488" "FBgn0263116" "FBgn0263116" "5-HT1B"
"489" "FBgn0263118" "FBgn0288888" "tx"
"490" "FBgn0263234" "FBgn0263234" "Phae1"
