"submitted_item" "validated_id" "current_symbol"
"491" "FBgn0263235" "FBgn0263235" "Phae2"
"492" "FBgn0264541" "FBgn0264541" "CG43920"
"493" "FBgn0264827" "FBgn0264827" "asRNA:CR44035"
"494" "FBgn0264894" "FBgn0264894" "CG44085"
"495" "FBgn0264989" "FBgn0264989" "CG44140"
"496" "FBgn0265048" "FBgn0265048" "cv-d"
"497" "FBgn0265052" "FBgn0265052" "St3"
"498" "FBgn0265177" "FBgn0265177" "CG44242"
"499" "FBgn0265298" "FBgn0265298" "SC35"
"500" "FBgn0265413" "FBgn0265413" "CG44325"
"501" "FBgn0265577" "FBgn0265577" "IBIN"
"502" "FBgn0266196" "FBgn0266196" "asRNA:CR44891"
"503" "FBgn0266369" "FBgn0266369" "Mtp"
"504" "FBgn0266405" "FBgn0266405" "CG45045"
"505" "FBgn0266626" "FBgn0266626" "asRNA:CR45133"
"506" "FBgn0266668" "FBgn0266668" "Exo84"
"507" "FBgn0266758" "FBgn0266758" "Esyt2"
"508" "FBgn0266810" "FBgn0266810" "asRNA:CR45272"
"509" "FBgn0267408" "FBgn0267408" "AOX1"
"510" "FBgn0283461" "FBgn0283461" "Drs"
"511" "FBgn0283462" "FBgn0288447" "BaraA2"
"512" "FBgn0283471" "FBgn0283471" "wupA"
"513" "FBgn0284252" "FBgn0284252" "Letm1"
"514" "FBgn0285912" "FBgn0285912" "mah"
"515" "FBgn0285954" "FBgn0285954" "caz"
