,baseMean,log2FoldChange,lfcSE,pvalue,padj
FBgn0024244,283.716838,0.04556738,0.086984919,0.126108331,0.449981644
FBgn0024245,654.9465318,0.007866897,0.06246548,0.822491048,0.937827944
FBgn0024248,961.9199506,0.147108604,0.089069537,0.011731572,0.141483021
FBgn0024249,0,NA,NA,NA,NA
FBgn0024250,166.6972184,0.001862044,0.068947733,0.940084023,0.981730025
FBgn0024251,11.81043917,0.018882599,0.076589909,0.222864425,0.57587859
FBgn0024273,1466.835503,-0.10015116,0.054928099,0.020230928,0.192700497
FBgn0024277,2762.680992,0.06845965,0.061847719,0.121131899,0.442971701
FBgn0024285,1989.111988,-0.017133043,0.055631067,0.656854147,0.864627912
FBgn0024288,70.62821373,-0.030455692,0.075362161,0.310551859,0.661016739
FBgn0024289,1177.359684,0.003086319,0.073270499,0.872747814,0.958571704
FBgn0024291,3226.883904,-0.003005439,0.053109303,0.88085678,0.961409105
FBgn0024293,2040.014839,0.021714072,0.075252089,0.341777158,0.685159246
FBgn0024294,3.136663696,0.012692063,0.075931514,0.123355947,NA
FBgn0024314,2039.74514,-0.147509698,0.051569281,0.000766278,0.022442988
FBgn0024315,3293.336024,0.036491065,0.076669715,0.277482963,0.629719496
FBgn0024319,2.22163417,-0.008931661,0.075344828,0.122528511,NA
FBgn0024320,2116.426004,0.07189906,0.089475555,0.103146086,0.412158602
FBgn0024321,419.5879351,0.062342143,0.08924465,0.160099191,0.503421454
FBgn0024326,2214.795631,-0.018700374,0.044511952,0.602758401,0.83999447
FBgn0024329,3583.400801,0.014656878,0.055043269,0.695919449,0.882615948
FBgn0024330,513.8474407,-0.036203493,0.062203244,0.342376825,0.685159246
FBgn0024352,6731.375797,-0.015902643,0.053901798,0.704603453,0.887546981
FBgn0024360,637.4149914,-0.043099646,0.074065038,0.253454588,0.607431648
FBgn0024361,1087.563736,-0.002883977,0.069855278,0.905074231,0.969910394
FBgn0024362,1558.973868,0.015073065,0.062946477,0.633080445,0.85416711
FBgn0024364,1645.917773,-0.086430926,0.077723701,0.069260569,0.353743788
FBgn0024365,2472.46898,-0.016854303,0.046697183,0.644800346,0.859982219
FBgn0024366,75.78306102,0.3509042,0.373286636,0.006031737,0.09072311
FBgn0024371,1961.118097,-0.034337153,0.071364203,0.323115794,0.673087458
FBgn0024432,1789.872052,-0.020404593,0.055661892,0.589428244,0.834074733
FBgn0024491,687.4240708,0.002046911,0.060301493,0.953288815,0.986547385
FBgn0024509,1738.434751,-0.082991095,0.074238332,0.077711686,0.367474132
FBgn0024510,1121.996835,-0.057057559,0.072322694,0.181877892,0.530956515
FBgn0024542,597.5090064,-0.031331924,0.068764891,0.385302221,0.714947439
FBgn0024555,3940.445577,0.011654042,0.050227998,0.755090869,0.909101633
FBgn0024556,2347.085633,-0.146520969,0.08075776,0.009218202,0.121041472
FBgn0024558,1540.02984,-0.073349966,0.073294526,0.097085105,0.40041764
FBgn0024689,1322.278887,0.050036658,0.052830805,0.207426237,0.560772276
FBgn0024698,1769.173908,0.022786424,0.058067295,0.553383298,0.816293364
FBgn0024728,2769.157136,-0.005679078,0.05957623,0.855198277,0.952584932
FBgn0024732,2084.762824,-0.033550541,0.066242226,0.378685676,0.710838939
FBgn0024733,25690.17161,0.047901889,0.050723598,0.202578856,0.556013316
FBgn0024734,1058.586381,0.010193541,0.057668593,0.782176768,0.921291936
FBgn0024740,60.19904183,0.039731397,0.088495258,0.034135606,0.255632962
FBgn0024754,695.5137424,0.000602241,0.062540672,0.985767228,0.994503341
FBgn0024804,1747.417136,-0.013434259,0.047775609,0.714719203,0.891964394
FBgn0024806,3372.096975,-0.026319168,0.063923652,0.467752587,0.770590548
FBgn0024807,2335.211387,0.041709287,0.055364948,0.282624024,0.634128916
FBgn0024811,1869.652295,-0.039159136,0.056778489,0.325085789,0.674367143
FBgn0024814,2556.040607,-0.009366368,0.047111467,0.795839648,0.927942232
FBgn0024833,1663.094279,-0.071715277,0.058377704,0.091736063,0.392517469
FBgn0024836,66.18762162,0.032356205,0.080324018,0.179082846,0.527431858
FBgn0024841,461.7527801,-0.020656073,0.054721332,0.600060903,0.838916224
FBgn0024846,1222.900735,-0.151999697,0.063039327,0.002343262,0.048832484
FBgn0024887,578.2536588,-0.006947007,0.061575152,0.713865057,0.891671501
FBgn0024889,2781.299435,0.047474358,0.053738909,0.253491293,0.607431648
FBgn0024897,4.611297306,0.007207832,0.074822583,0.386204358,0.71518485
FBgn0024909,717.1356195,-0.012372811,0.066491653,0.694751586,0.882233441
FBgn0024912,220.2536204,-0.368820715,0.16429901,0.001031401,0.026854257
FBgn0024913,80.32108355,0.019258619,0.073318426,0.444306875,0.753757763
FBgn0024920,1410.212913,-0.187255597,0.126959186,0.00945618,0.122882942
FBgn0024921,6024.399749,0.000959395,0.056345314,0.973289761,0.991723542
FBgn0024941,54.6339306,0.040383731,0.083556055,0.155704689,0.495843072
FBgn0024943,204.0061846,0.064562283,0.094412042,0.101970386,0.409996125
FBgn0024944,208.0205611,-0.165384913,0.259353227,0.015741937,0.16630544
FBgn0024945,769.3382044,0.00380978,0.056863216,0.918480307,0.974092876
FBgn0024947,2156.573398,0.072794432,0.053876799,0.106237287,0.417769892
FBgn0024956,737.2882305,-0.034280777,0.069448165,0.345390605,0.687157584
FBgn0024957,3142.115071,0.071111373,0.053690799,0.079098231,0.369886135
FBgn0024958,1198.725944,0.058399312,0.045141421,0.112940012,0.430765827
FBgn0024963,251.7694169,-0.016057693,0.070077688,0.574229905,0.824898726
FBgn0024973,885.7650174,-0.06926272,0.073311628,0.122434917,0.445074439
FBgn0024975,422.0110695,-0.097683137,0.104807515,0.055273724,0.318793032
FBgn0024980,329.4249651,0.018399898,0.068205552,0.573233885,0.824134958
FBgn0024983,661.8859298,-0.024987923,0.057134496,0.521995516,0.799839599
FBgn0024984,720.4536766,-0.037898561,0.071692531,0.345851817,0.687507186
FBgn0024985,1842.953353,0.184539297,0.088714055,0.00328342,0.060097947
FBgn0024986,891.7244509,-0.004318205,0.062853725,0.898423302,0.968155206
FBgn0024987,2516.636824,-0.005578375,0.055173485,0.885421931,0.962816807
FBgn0024989,42.63009833,-0.031512275,0.079782983,0.187199541,0.537328277
FBgn0024991,2350.665757,-0.030227563,0.070372206,0.323384552,0.673087458
FBgn0024992,1394.55786,-0.048250644,0.052855062,0.221936612,0.575877919
FBgn0024993,570.1669104,-0.025124224,0.071706411,0.417899916,0.737807906
FBgn0024994,777.5460593,-0.051627489,0.049317887,0.179984473,0.529020267
FBgn0024995,341.198526,0.263107564,0.131993013,0.002395488,0.049146608
FBgn0024996,686.7699716,-0.052076298,0.050492579,0.180870871,0.530460398
FBgn0024997,179.756456,0.001842041,0.07030754,0.939916912,0.981730025
FBgn0024998,717.7396992,-0.072613625,0.087716736,0.102921804,0.41157127
FBgn0025109,572.3229399,-0.024131436,0.054156981,0.526784776,0.8032505
FBgn0025111,45.83752701,-0.000367453,0.071475493,0.979014668,0.993294886
FBgn0025185,663.8464622,-0.034927666,0.070231739,0.378553647,0.710838939
FBgn0025186,1783.996576,-0.005814102,0.059501464,0.92971048,0.978599081
FBgn0025334,0.197763667,0.000560306,0.07476619,0.948063795,NA
FBgn0025335,1435.684387,-0.068062061,0.095048241,0.101212179,0.409197714
FBgn0025336,1026.967464,-0.019950405,0.061411795,0.587915071,0.833011201
FBgn0025352,3121.682841,-0.057348896,0.088550529,0.13299828,0.461621634
FBgn0025360,15.74185391,0.01892874,0.076585121,0.22288465,0.57587859
FBgn0025366,3300.397933,0.046077676,0.051787438,0.229446305,0.58328329
FBgn0025373,1229.052802,-0.040964522,0.053556635,0.292896913,0.643133227
FBgn0025378,0.049259887,-9.66067E-05,0.074767555,1,NA
FBgn0025381,1419.793653,-0.001230934,0.068672163,0.963589948,0.988916491
FBgn0025382,153.5875862,-0.006234077,0.071055703,0.785122446,0.921804733
FBgn0025383,5.434983999,-0.001869199,0.074154994,0.84644615,0.948721719
FBgn0025387,29.94154527,0.012693223,0.073501609,0.511231724,0.795158447
FBgn0025388,864.5394549,0.038612821,0.078490023,0.230269342,0.583974477
FBgn0025390,1790.973767,-0.008007321,0.074111262,0.5532779,0.816272701
FBgn0025391,34.51612849,-0.017128445,0.07366638,0.444932668,0.753901505
FBgn0025393,5.546091896,0.019700867,0.077883329,0.069488675,0.354229247
FBgn0025394,2122.420701,-0.018258745,0.045571744,0.624367265,0.850036575
FBgn0025454,2978.117303,0.063896634,0.099576034,0.083988041,0.379716674
FBgn0025455,4272.038531,0.005722347,0.052387305,0.878724603,0.960420548
FBgn0025456,1329.979943,0.126714178,0.147926425,0.029148894,0.235334779
FBgn0025457,1684.779545,-0.03444423,0.071127249,0.345230125,0.687157584
FBgn0025463,2749.279435,-0.050015774,0.07169078,0.224259621,0.577822575
FBgn0025469,304.8586237,-0.036146088,0.05965288,0.362399214,0.699655272
FBgn0025519,610.1611812,0.006447519,0.057499377,0.862754587,0.954431619
FBgn0025525,355.6675622,0.021600046,0.070209762,0.487016743,0.780825248
FBgn0025549,1897.858857,-0.01391018,0.060500038,0.705559125,0.888100202
FBgn0025558,71.290953,-0.00037986,0.068354248,0.987956429,0.995246241
FBgn0025571,1526.022645,-0.00366677,0.0575937,0.918140011,0.974092876
FBgn0025574,2111.926355,0.023216293,0.041227325,0.511507983,0.795158447
FBgn0025578,0.101451234,-0.000103112,0.074767514,1,NA
FBgn0025582,4868.751761,-0.036593682,0.040706637,0.286858843,0.637603803
FBgn0025583,3457.090141,0.068903048,0.123813585,0.011387356,0.138921291
FBgn0025592,1248.891458,0.112261159,0.094444647,0.036459978,0.260233791
FBgn0025595,750.9173545,-0.020996828,0.073950548,0.398215646,0.724611546
FBgn0025608,2305.046401,-0.020733383,0.046164413,0.5677447,0.82234947
FBgn0025612,0,NA,NA,NA,NA
FBgn0025613,0.994940266,1.01742E-05,0.074635991,0.998310296,NA
FBgn0025615,1223.358078,-0.034807515,0.055494505,0.368940417,0.704354993
FBgn0025616,0.659502947,0.000225262,0.074685611,0.918856487,NA
FBgn0025620,351.1126866,0.02714498,0.078671634,0.214164884,0.567673999
FBgn0025621,1562.486291,0.026661961,0.047079027,0.471178999,0.772678955
FBgn0025624,426.8504489,0.190681391,0.157961654,0.011071205,0.135983004
FBgn0025625,203.9457111,0.039983306,0.08139822,0.190572753,0.542043068
FBgn0025626,1842.849463,-0.044984069,0.06152745,0.271242746,0.62345435
FBgn0025627,14.55720405,-0.005624967,0.073808523,0.674429747,0.873419026
FBgn0025628,3131.441552,0.076375752,0.076808327,0.096293127,0.399704738
FBgn0025629,314.3104509,-0.038129818,0.060743022,0.335283581,0.68110005
FBgn0025630,404.4452374,-0.067630607,0.063629913,0.119070593,0.441609812
FBgn0025631,719.8623058,0.190673789,0.269601769,0.01255988,0.147975282
FBgn0025632,215.5293618,-0.033542234,0.070495499,0.258876453,0.612719441
FBgn0025633,8067.564124,-0.038494429,0.068063593,0.34300269,0.685168946
FBgn0025634,385.4096848,-0.008467793,0.0623554,0.809352032,0.933577751
FBgn0025635,1214.465891,-0.030146674,0.065374032,0.412708403,0.734699363
FBgn0025637,4652.671826,-0.028406247,0.043491796,0.423026302,0.741245435
FBgn0025638,1757.076451,0.01974435,0.044921458,0.583540787,0.829877917
FBgn0025639,6049.651064,-0.024578637,0.060261167,0.508747152,0.794484074
FBgn0025640,731.9169625,-0.013685063,0.068273324,0.635550173,0.85508197
FBgn0025641,2356.719075,0.028374074,0.060193744,0.462623034,0.765967781
FBgn0025642,9.882672268,0.021598492,0.078038417,0.12506835,0.448586346
FBgn0025643,136.9924455,0.083892822,0.135450425,0.031054934,0.243522824
FBgn0025644,1.072948117,0.007044622,0.075134483,0.099211321,NA
FBgn0025645,0.444781508,-0.000200399,0.074715131,0.930935168,NA
FBgn0025674,1981.174655,-0.026152578,0.059015258,0.48142792,0.777955375
FBgn0025676,207.8024415,0.003987701,0.059640135,0.911431894,0.971889373
FBgn0025678,3391.313508,0.293359252,0.115951046,0.000596833,0.018803769
FBgn0025679,2.855382189,0.003022412,0.074532239,0.664471559,NA
FBgn0025680,998.9857722,0.038736991,0.077343205,0.243990466,0.596572519
FBgn0025681,2308.034068,0.021556782,0.047275819,0.569930304,0.823122771
FBgn0025682,1123.718018,0.243330245,0.127617265,0.002993376,0.056953181
FBgn0025683,9501.518546,0.018816104,0.069514344,0.539210906,0.809527302
FBgn0025684,870.7658144,-0.016546771,0.059491805,0.602589615,0.83999447
FBgn0025686,116.157064,0.001305747,0.073175176,0.933796956,0.980461376
FBgn0025687,517.2332474,0.652320604,0.182181372,1.32478E-05,0.00120578
FBgn0025692,659.5440703,-0.017672361,0.069223098,0.561024075,0.819863508
FBgn0025693,727.9754252,0.194690699,0.122945457,0.007342921,0.103647353
FBgn0025697,608.4113541,0.048499943,0.086737255,0.154393147,0.493334043
FBgn0025700,1663.278397,-0.015461527,0.051575236,0.68317954,0.877656759
FBgn0025702,487.7869878,0.076587119,0.07884789,0.090725264,0.390830638
FBgn0025709,444.5053345,-0.034848762,0.08099019,0.179335593,0.527699567
FBgn0025712,75.85355006,0.043902173,0.08515816,0.142265232,0.475095967
FBgn0025716,1251.833825,-0.019234409,0.063120199,0.606059717,0.840683851
FBgn0025720,1377.01171,-0.005727285,0.0465227,0.897164642,0.967582163
FBgn0025724,2670.957774,-0.02005524,0.05260544,0.603028062,0.83999447
FBgn0025725,2878.855022,0.01993116,0.059865012,0.589546485,0.834074733
FBgn0025726,5874.571386,-0.026576044,0.062061704,0.401413048,0.727334801
FBgn0025739,635.3670022,-0.006013679,0.067175352,0.840136835,0.945431381
FBgn0025740,1485.960477,-0.165050845,0.157473804,0.016303086,0.169047286
FBgn0025741,10472.58213,-0.092782067,0.086605575,0.062233392,0.337256137
FBgn0025742,1057.802353,-0.0430791,0.06086868,0.280566448,0.631993407
FBgn0025743,2038.376487,-0.014133798,0.057028399,0.687995671,0.879307205
FBgn0025776,0,NA,NA,NA,NA
FBgn0025777,2483.004775,-0.037835938,0.052155996,0.330671271,0.677357631
FBgn0025781,1264.924151,-0.001791546,0.063432046,0.958428044,0.987994938
FBgn0025790,783.0708376,0.048684643,0.05190832,0.212306741,0.565771617
FBgn0025800,2884.375785,-0.015194341,0.038804149,0.6466081,0.860456438
FBgn0025802,1279.727924,0.012758787,0.055452369,0.723217691,0.895653627
FBgn0025807,345.2122494,-0.021692329,0.067071638,0.522424243,0.799929596
FBgn0025808,708.7998364,-0.035173142,0.071193517,0.329773871,0.676961006
FBgn0025809,1164.097901,-0.017464022,0.062095464,0.627037595,0.85093964
FBgn0025814,858.830592,-0.048252451,0.084497412,0.210264183,0.564147968
FBgn0025815,3465.096984,-0.060597392,0.081151567,0.153147814,0.491226228
FBgn0025820,355.0508472,0.017724829,0.059753414,0.632307091,0.85416711
FBgn0025821,0.237584249,0.001456027,0.074777497,0.648537681,NA
FBgn0025827,134.1062926,0.04488855,0.08383438,0.173478186,0.521095498
FBgn0025830,786.2640559,-0.058001431,0.060554768,0.166715994,0.513587955
FBgn0025832,879.340886,-0.040899939,0.069851271,0.281778129,0.632876126
FBgn0025833,39.21642053,-0.015024931,0.0733624,0.487872864,0.781505716
FBgn0025835,2.753861907,0.001467214,0.074531358,0.812529648,NA
FBgn0025836,3859.953709,0.038139039,0.051286107,0.32293038,0.673087458
FBgn0025837,204.4556695,0.374710139,0.184062773,0.001480543,0.035605282
FBgn0025838,0.591892344,0.000816938,0.074734109,0.811210183,NA
FBgn0025839,452.1571785,-0.024811459,0.076904782,0.257324855,0.611984501
FBgn0025864,4491.010781,-0.030722081,0.045476337,0.36471001,0.701046371
FBgn0025865,2260.20561,-0.013138726,0.039064053,0.67798851,0.874780264
FBgn0025866,2436.018858,0.005424692,0.050546831,0.887050663,0.963576805
FBgn0025874,692.8992887,0.004280743,0.062957413,0.899403696,0.968295096
FBgn0025878,49.80256066,0.01066081,0.071975196,0.636285356,0.855422643
FBgn0025879,1026.606512,0.293745204,0.141851082,0.001721145,0.039247255
FBgn0025881,1.207902046,0.007909741,0.075289863,0.046586888,NA
FBgn0025882,0.227477947,0.000111484,0.074751878,0.995965957,NA
FBgn0025885,3006.781405,0.022946153,0.066345849,0.472868246,0.77355377
FBgn0025936,3942.711534,-0.034941983,0.057126762,0.353658536,0.693045868
FBgn0026015,1582.987283,-0.09611015,0.092751848,0.060831902,0.333229899
FBgn0026056,940.852247,-0.012543061,0.055993166,0.723256981,0.895653627
FBgn0026058,0.49379117,0.00080537,0.074731837,0.822436054,NA
FBgn0026059,2217.125873,0.036800464,0.064309922,0.329914487,0.676961006
FBgn0026060,260.5533406,0.009292633,0.057247722,0.798168921,0.928929054
FBgn0026061,578.5806159,0.044541585,0.075917533,0.23437157,0.58808267
FBgn0026076,1471.415589,-0.015867741,0.051762437,0.67264072,0.872679218
FBgn0026077,130.8674478,0.015099336,0.073339893,0.489465262,0.782329823
FBgn0026079,769.4145738,-0.155440834,0.078186325,0.005831642,0.088211864
FBgn0026080,834.9347123,-0.016563757,0.061599062,0.639231981,0.857078082
FBgn0026083,7970.283847,-0.135277421,0.075455936,0.010553365,0.132683328
FBgn0026084,6249.475795,-0.038293333,0.054881384,0.343969131,0.686455637
FBgn0026085,221.0816056,-0.078055223,0.099522858,0.081755994,0.375267062
FBgn0026086,1284.728922,-0.022913645,0.049712488,0.542154677,0.810188768
FBgn0026088,413.3682453,-0.021476371,0.05926902,0.56943641,0.823122771
FBgn0026089,399.9401016,0.005009663,0.052271046,0.913639553,0.973148407
FBgn0026090,401.5016671,0.044650504,0.058635019,0.262267797,0.614844019
FBgn0026136,0.104230885,-0.000102738,0.074767511,1,NA
FBgn0026141,0,NA,NA,NA,NA
FBgn0026143,2797.911388,-0.039195514,0.073670554,0.285825053,0.636368596
FBgn0026144,2244.548668,-0.0651022,0.081672977,0.125886886,0.449704611
FBgn0026147,3041.66195,-0.048111403,0.061234939,0.24022755,0.594511547
FBgn0026148,500.9275975,-0.042940147,0.075732326,0.211888452,0.565371185
FBgn0026149,1042.576918,-0.042340326,0.072400447,0.259171326,0.612719441
FBgn0026150,1801.394684,-0.141767495,0.067833272,0.005479075,0.08505345
FBgn0026160,682.6879369,0.11505634,0.150503273,0.031841494,0.24622129
FBgn0026169,0.655828947,-0.002477995,0.074765353,0.448310541,NA
FBgn0026174,0,NA,NA,NA,NA
FBgn0026175,11.01938248,-0.006079656,0.074208541,0.597738428,0.837488347
FBgn0026176,19.12456274,0.019052938,0.076996562,0.173484726,0.521095498
FBgn0026179,2467.214887,0.069568089,0.070347123,0.118381904,0.440940504
FBgn0026181,3664.8026,-0.035353842,0.049238869,0.348998949,0.68977168
FBgn0026189,2812.811337,0.070619574,0.070897433,0.114063885,0.433180404
FBgn0026190,30.24562544,0.0077567,0.072548589,0.691435038,0.880752598
FBgn0026192,2509.921097,-0.005781618,0.058296788,0.85829531,0.953378712
FBgn0026196,4010.049609,-0.002000589,0.04568796,0.955172603,0.98741893
FBgn0026197,295.1256716,-0.019384549,0.074062672,0.406192735,0.731799981
FBgn0026199,2193.664578,0.081087673,0.06805371,0.075962176,0.363887186
FBgn0026206,4832.386428,-0.030402491,0.063419509,0.431458773,0.745862515
FBgn0026207,1154.131032,-0.041461433,0.062725276,0.286446265,0.637351917
FBgn0026238,7339.773262,-0.040558335,0.068476571,0.297769215,0.648728184
FBgn0026239,1419.70871,-0.079086595,0.081961662,0.086865636,0.384543505
FBgn0026250,5100.311877,-0.009615668,0.0379985,0.809204216,0.933577751
FBgn0026252,14415.47998,-0.009654746,0.048116933,0.72316814,0.895653627
FBgn0026255,253.4303472,0.56765232,0.129580768,5.60257E-07,0.000116984
FBgn0026257,935.5794423,-0.052220963,0.077752588,0.211332868,0.565164166
FBgn0026259,4628.428867,-0.09169529,0.049514338,0.021666677,0.201685699
FBgn0026261,999.9644032,-0.034103408,0.061147316,0.384880416,0.714710163
FBgn0026262,5713.451398,-0.088898332,0.070834722,0.058599415,0.326714751
FBgn0026263,1357.629591,-0.034768314,0.072386619,0.323386641,0.673087458
FBgn0026268,25.67944681,0.003258838,0.07353655,0.815198586,0.934811487
FBgn0026309,855.0483506,-0.138037632,0.089826514,0.015658352,0.165586684
FBgn0026313,2583.255607,0.024835258,0.057283869,0.52099084,0.799758409
FBgn0026314,562.2256301,0.006249249,0.070026473,0.806586138,0.932729205
FBgn0026315,501.5493627,0.026675481,0.054914557,0.51833969,0.799231962
FBgn0026316,1198.127631,-0.123145543,0.072706713,0.016192234,0.168081962
FBgn0026317,2759.172618,-0.04580904,0.058565379,0.266649004,0.618772116
