"submitted_item" "validated_id" "current_symbol"
"272" "FBgn0037879" "FBgn0037879" "scpr-C"
"273" "FBgn0032008" "FBgn0032008" "CG14277"
"274" "FBgn0030277" "FBgn0030277" "CG1394"
"275" "FBgn0040994" "FBgn0040994" "CR17567"
"276" "FBgn0031728" "FBgn0031728" "Hsp60C"
"277" "FBgn0039348" "FBgn0039348" "Npl4"
"278" "FBgn0031746" "FBgn0031746" "CG9029"
"279" "FBgn0040982" "FBgn0045827" "CG13245"
"280" "FBgn0004175" "FBgn0004175" "Mst84Dd"
"281" "FBgn0034840" "FBgn0034840" "CG3124"
"282" "FBgn0039112" "FBgn0039112" "SdhD"
"283" "FBgn0031946" "FBgn0031946" "CG7164"
"284" "FBgn0038565" "FBgn0038565" "CG7794"
"285" "FBgn0028870" "FBgn0028870" "CG4691"
"286" "FBgn0039345" "FBgn0261287" "ymp"
"287" "FBgn0011823" "FBgn0287720" "Pen"
"288" "FBgn0035198" "FBgn0035198" "CG9133"
"289" "FBgn0031859" "FBgn0031859" "CG17377"
"290" "FBgn0040923" "FBgn0040923" "CG11368"
"291" "FBgn0033512" "FBgn0033512" "CG12902"
"292" "FBgn0014028" "FBgn0014028" "SdhB"
"293" "FBgn0038248" "FBgn0038248" "CG7886"
"294" "FBgn0033330" "FBgn0033330" "CG8746"
"295" "FBgn0031274" "FBgn0011244" "Hsp60B"
"296" "FBgn0019644" "FBgn0019644" "ATPsynB"
"297" "FBgn0038373" "FBgn0038373" "CG4546"
"298" "FBgn0004171" "FBgn0004171" "Mst98Cb"
"299" "FBgn0038200" "FBgn0038200" "CG9920"
"300" "FBgn0038236" "FBgn0038236" "Cyp313a1"
"301" "FBgn0037292" "FBgn0037292" "plh"
"302" "FBgn0004551" "FBgn0263006" "SERCA"
"303" "FBgn0034515" "FBgn0034515" "CG13428"
"304" "FBgn0033954" "FBgn0033954" "CG12860"
"305" "FBgn0036072" "FBgn0036072" "CG6628"
"306" "FBgn0034816" "FBgn0034816" "CG3085"
"307" "FBgn0036723" "FBgn0036723" "CG12229"
"308" "FBgn0038208" "FBgn0038208" "CG14355"
"309" "FBgn0037915" "FBgn0037915" "CG6790"
"310" "FBgn0000409" "FBgn0284248" "Cyt-c-p"
"311" "FBgn0037064" "FBgn0037064" "CG9389"
"312" "FBgn0032520" "FBgn0032520" "CG10859"
"313" "FBgn0033283" "FBgn0033283" "CG11635"
"314" "FBgn0004174" "FBgn0004174" "Mst84Dc"
"315" "FBgn0029725" "FBgn0029725" "CG2871"
"316" "FBgn0036687" "FBgn0036687" "CG6652"
"317" "FBgn0031347" "FBgn0031347" "nis"
"318" "FBgn0030050" "FBgn0030050" "CG12111"
"319" "FBgn0011206" "FBgn0011206" "bol"
"320" "FBgn0034132" "FBgn0034132" "S-Lap8"
"321" "FBgn0030283" "FBgn0030283" "CG15198"
"322" "FBgn0036905" "FBgn0036905" "Vtld"
"323" "FBgn0034097" "FBgn0034097" "CG3687"
"324" "FBgn0026141" "FBgn0026141" "Cdlc2"
"325" "FBgn0031690" "FBgn0031690" "CG7742"
"326" "FBgn0033953" "FBgn0033953" "CG12861"
"327" "FBgn0030278" "FBgn0030278" "CG15200"
"328" "FBgn0035600" "FBgn0035600" "Cyt-c1"
"329" "FBgn0031724" "FBgn0031724" "CG18266"
"330" "FBgn0031129" "FBgn0031129" "CG1324"
"331" "FBgn0038762" "FBgn0270925" "CG4836"
"332" "FBgn0037506" "FBgn0037506" "Mics1"
"333" "FBgn0037097" "FBgn0263911" "COX8"
"334" "FBgn0003885" "FBgn0003885" "αTub84D"
"335" "FBgn0003435" "FBgn0003435" "sm"
"336" "FBgn0032291" "FBgn0032291" "CG17118"
"337" "FBgn0031908" "FBgn0031908" "CG5177"
"338" "FBgn0038004" "FBgn0011270" "Pglym87"
"339" "FBgn0040904" "FBgn0040904" "CG15577"
"340" "FBgn0000116" "FBgn0000116" "Argk1"
"341" "FBgn0034134" "FBgn0259795" "loopin-1"
"342" "FBgn0032371" "FBgn0032371" "CG4983"
"343" "FBgn0031024" "FBgn0027291" "Idh3a"
"344" "FBgn0030920" "FBgn0052548" "CG32548"
"345" "FBgn0025839" "FBgn0025839" "ND-B14.5A"
"346" "FBgn0038539" "FBgn0038539" "Atg8b"
"347" "FBgn0028508" "FBgn0001989" "ND-B17"
"348" "FBgn0035957" "FBgn0035957" "Argk2"
"349" "FBgn0030814" "FBgn0030814" "CG4955"
"350" "FBgn0028513" "FBgn0028513" "CG9254"
"351" "FBgn0032370" "FBgn0032370" "CG12307"
"352" "FBgn0036669" "FBgn0259794" "sinah"
"353" "FBgn0028892" "FBgn0028892" "CG4161"
"354" "FBgn0011746" "FBgn0011746" "ana"
"355" "FBgn0035988" "FBgn0035988" "CG3982"
"356" "FBgn0037077" "FBgn0052436" "CG32436"
"357" "FBgn0039498" "FBgn0039498" "CG17991"
"358" "FBgn0031831" "FBgn0031831" "COX5BL"
"359" "FBgn0037616" "FBgn0037616" "CG8136"
"360" "FBgn0035242" "FBgn0035240" "CG33791"
"361" "FBgn0037431" "FBgn0037431" "CG17917"
"362" "FBgn0034245" "FBgn0034245" "UQCR-6.4"
"363" "FBgn0031352" "FBgn0021906" "RFeSP"
"364" "FBgn0028847" "FBgn0028847" "CG9014"
"365" "FBgn0038100" "FBgn0038100" "Paip2"
"366" "FBgn0035046" "FBgn0035046" "ND-19"
"367" "FBgn0040519" "FBgn0040519" "CG15219"
"368" "FBgn0040905" "FBgn0040905" "CG15578"
"369" "FBgn0031333" "FBgn0031333" "CG5561"
"370" "FBgn0033322" "FBgn0033322" "CG8584"
"371" "FBgn0035135" "FBgn0040291" "Roc1b"
"372" "FBgn0038717" "FBgn0038717" "CG17751"
"373" "FBgn0033818" "FBgn0033818" "CG4712"
"374" "FBgn0034659" "FBgn0034659" "CG4021"
"375" "FBgn0039909" "FBgn0039909" "ND-49"
"376" "FBgn0036728" "FBgn0036728" "UQCR-Q"
"377" "FBgn0034877" "FBgn0034877" "levy"
"378" "FBgn0037040" "FBgn0037040" "CG12983"
"379" "FBgn0037995" "FBgn0037995" "Adk1"
"380" "FBgn0030853" "FBgn0030853" "ND-24"
"381" "FBgn0031436" "FBgn0031436" "ND-B17.2"
"382" "FBgn0000094" "FBgn0000094" "Anp"
"383" "FBgn0040963" "FBgn0040963" "CG18662"
"384" "FBgn0036925" "FBgn0036925" "schuy"
"385" "FBgn0031476" "FBgn0031476" "CG8813"
"386" "FBgn0029947" "FBgn0029947" "CG1999"
