"submitted_item" "validated_id" "current_symbol"
"135" "FBgn0037070" "FBgn0037070" "CG11309"
"136" "FBgn0039816" "FBgn0039816" "CG11317"
"137" "FBgn0031835" "FBgn0031835" "Dpp10"
"138" "FBgn0035557" "FBgn0035557" "CG11353"
"139" "FBgn0035558" "FBgn0035558" "CG11357"
"140" "FBgn0035490" "FBgn0035490" "CG1136"
"141" "FBgn0040364" "FBgn0040364" "CG11378"
"142" "FBgn0040359" "FBgn0040359" "CG11380"
"143" "FBgn0034959" "FBgn0034959" "Xxylt"
"144" "FBgn0034200" "FBgn0034200" "Gbp2"
"145" "FBgn0034198" "FBgn0034198" "CG11400"
"146" "FBgn0037166" "FBgn0037166" "CG11426"
"147" "FBgn0035359" "FBgn0035359" "CG1143"
"148" "FBgn0037165" "FBgn0037165" "CG11437"
"149" "FBgn0025702" "FBgn0025702" "Srpk79D"
"150" "FBgn0039666" "FBgn0039666" "Diedel"
"151" "FBgn0039864" "FBgn0039864" "CG11550"
"152" "FBgn0039882" "FBgn0039882" "Rift"
"153" "FBgn0036847" "FBgn0036847" "CNPYb"
"154" "FBgn0035484" "FBgn0035484" "CG11594"
"155" "FBgn0036194" "FBgn0036194" "Dph1"
"156" "FBgn0030638" "FBgn0030638" "CG11655"
"157" "FBgn0036196" "FBgn0036196" "CG11658"
"158" "FBgn0037562" "FBgn0037562" "Nazo"
"159" "FBgn0037239" "FBgn0037239" "Sfxn1-3"
"160" "FBgn0030292" "FBgn0030292" "NdufV3"
"161" "FBgn0039265" "FBgn0039265" "CG11790"
"162" "FBgn0036992" "FBgn0036992" "Hpd"
"163" "FBgn0033519" "FBgn0033519" "CG11825"
"164" "FBgn0031264" "FBgn0031264" "uncNacβ"
"165" "FBgn0039628" "FBgn0039628" "CG11841"
"166" "FBgn0039629" "FBgn0039629" "CG11842"
"167" "FBgn0039630" "FBgn0039630" "CG11843"
"168" "FBgn0039293" "FBgn0039293" "Alg9"
"169" "FBgn0039297" "FBgn0039297" "Jhbp7"
"170" "FBgn0039634" "FBgn0039634" "α-Man-Ib"
"171" "FBgn0039310" "FBgn0039310" "CG11878"
"172" "FBgn0033538" "FBgn0033538" "CG11883"
"173" "FBgn0039313" "FBgn0039313" "CG11892"
"174" "FBgn0039316" "FBgn0039316" "CG11893"
"175" "FBgn0039644" "FBgn0039644" "rdog"
"176" "FBgn0014427" "FBgn0014427" "CG11899"
"177" "FBgn0261575" "FBgn0261575" "tobi"
"178" "FBgn0039332" "FBgn0039332" "alrm"
"179" "FBgn0033564" "FBgn0033564" "Pex6"
"180" "FBgn0039656" "FBgn0039656" "CG11951"
"181" "FBgn0035444" "FBgn0035444" "CG12012"
"182" "FBgn0035283" "FBgn0035283" "CG12024"
"183" "FBgn0262624" "FBgn0262624" "Tmhs"
"184" "FBgn0035147" "FBgn0035147" "Gale"
"185" "FBgn0035179" "FBgn0035179" "aln"
"186" "FBgn0266582" "FBgn0266582" "ND-30"
"187" "FBgn0037386" "FBgn0037386" "CG1208"
"188" "FBgn0035402" "FBgn0035402" "Usp5"
"189" "FBgn0035227" "FBgn0035227" "Iml1"
"190" "FBgn0030101" "FBgn0030101" "CG12118"
"191" "FBgn0030102" "FBgn0030102" "SmydA-9"
"192" "FBgn0037354" "FBgn0037354" "CG12171"
"193" "FBgn0031636" "FBgn0031636" "CG12194"
"194" "FBgn0031021" "FBgn0031021" "ND-18"
"195" "FBgn0029662" "FBgn0029662" "CG12206"
"196" "FBgn0260742" "FBgn0260742" "CG12213"
"197" "FBgn0265512" "FBgn0265512" "mlt"
"198" "FBgn0037974" "FBgn0037974" "CG12224"
"199" "FBgn0038002" "FBgn0038002" "CG12256"
"200" "FBgn0039131" "FBgn0039131" "CG12268"
"201" "FBgn0038665" "FBgn0038665" "euc"
"202" "FBgn0040805" "FBgn0040805" "CG12355"
"203" "FBgn0031505" "FBgn0031505" "ND-B14.5B"
"204" "FBgn0038202" "FBgn0038202" "CG12402"
"205" "FBgn0040688" "FBgn0040688" "CG12483"
"206" "FBgn0086604" "FBgn0086604" "side-VIII"
"207" "FBgn0036324" "FBgn0036324" "CG12520"
"208" "FBgn0031974" "FBgn0031974" "CG12560"
"209" "FBgn0035517" "FBgn0035517" "CG1265"
"210" "FBgn0035521" "FBgn0035521" "VhaM9.7-a"
"211" "FBgn0035321" "FBgn0035321" "CG1275"
"212" "FBgn0035476" "FBgn0035476" "CG12766"
"213" "FBgn0031535" "FBgn0031535" "CG12795"
"214" "FBgn0035086" "FBgn0035086" "CG12851"
"215" "FBgn0033958" "FBgn0033958" "jef"
"216" "FBgn0033961" "FBgn0033961" "ND-B15"
"217" "FBgn0033945" "FBgn0033945" "CG12868"
"218" "FBgn0033521" "FBgn0033521" "CG12896"
"219" "FBgn0040877" "FBgn0040877" "CG12994"
"220" "FBgn0036605" "FBgn0036605" "CG13041"
"221" "FBgn0036599" "FBgn0036599" "CG13044"
"222" "FBgn0040794" "FBgn0040794" "CG13056"
"223" "FBgn0036589" "FBgn0036589" "CG13067"
"224" "FBgn0032810" "FBgn0032810" "CG13077"
"225" "FBgn0032770" "FBgn0032770" "CG13086"
"226" "FBgn0032100" "FBgn0032100" "CG13108"
"227" "FBgn0033744" "FBgn0033744" "Dh44-R2"
"228" "FBgn0261611" "FBgn0261611" "CG42700"
"229" "FBgn0033705" "FBgn0033705" "CG13168"
"230" "FBgn0033667" "FBgn0033667" "reb"
"231" "FBgn0033594" "FBgn0033594" "CG13226"
"232" "FBgn0033579" "FBgn0033579" "CG13229"
"233" "FBgn0036984" "FBgn0036984" "CG13248"
"234" "FBgn0037015" "FBgn0037015" "cmpy"
"235" "FBgn0032613" "FBgn0032613" "Nepl9"
"236" "FBgn0035921" "FBgn0035921" "CG13305"
"237" "FBgn0040827" "FBgn0040827" "CG13315"
"238" "FBgn0261989" "FBgn0261989" "CG42807"
"239" "FBgn0033884" "FBgn0033884" "CG13344"
"240" "FBgn0025620" "FBgn0025620" "CG13360"
"241" "FBgn0029529" "FBgn0029529" "CG13365"
"242" "FBgn0025633" "FBgn0025633" "spdi"
"243" "FBgn0032040" "FBgn0032040" "CG13386"
"244" "FBgn0038929" "FBgn0038929" "CG13408"
"245" "FBgn0038926" "FBgn0038926" "CG13409"
"246" "FBgn0034511" "FBgn0034511" "GNBP-like3"
"247" "FBgn0034513" "FBgn0034513" "CG13423"
"248" "FBgn0034518" "FBgn0034518" "CG13430"
"249" "FBgn0036479" "FBgn0036479" "CG13458"
"250" "FBgn0034723" "FBgn0034723" "CG13506"
"251" "FBgn0034758" "FBgn0034758" "CG13510"
"252" "FBgn0034786" "FBgn0034786" "CG13531"
"253" "FBgn0034788" "FBgn0034788" "CG13532"
"254" "FBgn0034966" "FBgn0034966" "CG13563"
"255" "FBgn0034935" "FBgn0034935" "Orcokinin"
"256" "FBgn0033196" "FBgn0033196" "HisT"
"257" "FBgn0039161" "FBgn0039161" "CG13606"
"258" "FBgn0039209" "FBgn0039209" "REPTOR"
"259" "FBgn0039232" "FBgn0039232" "sosie"
"260" "FBgn0039255" "FBgn0285912" "mah"
"261" "FBgn0039277" "FBgn0039277" "Nepl16"
"262" "FBgn0039315" "FBgn0039315" "CG13658"
"263" "FBgn0039319" "FBgn0039319" "CG13659"
"264" "FBgn0030539" "FBgn0030539" "CG1368"
"265" "FBgn0033482" "FBgn0033482" "CG1371"
"266" "FBgn0035553" "FBgn0035553" "CG13722"
"267" "FBgn0033374" "FBgn0033374" "Boot"
"268" "FBgn0033368" "FBgn0033368" "CG13743"
"269" "FBgn0033354" "FBgn0033354" "FANCI"
"270" "FBgn0033355" "FBgn0033355" "CG13748"
"271" "FBgn0033353" "FBgn0033353" "BaraB"
"272" "FBgn0033340" "FBgn0033340" "CG13751"
"273" "FBgn0266666" "FBgn0266666" "Sem1"
"274" "FBgn0031897" "FBgn0031897" "CG13784"
"275" "FBgn0031935" "FBgn0031935" "CG13793"
"276" "FBgn0031936" "FBgn0031936" "CG13794"
"277" "FBgn0031937" "FBgn0031937" "CG13795"
"278" "FBgn0264002" "FBgn0264002" "MsR2"
"279" "FBgn0039054" "FBgn0039054" "Cow"
"280" "FBgn0039040" "FBgn0039040" "CG13833"
"281" "FBgn0038959" "FBgn0038959" "CG13856"
"282" "FBgn0035165" "FBgn0035165" "CG13887"
"283" "FBgn0025712" "FBgn0025712" "CG13920"
"284" "FBgn0035282" "FBgn0035282" "CNMa"
"285" "FBgn0035287" "FBgn0035287" "CG13937"
"286" "FBgn0032824" "FBgn0032824" "CG13962"
"287" "FBgn0031753" "FBgn0031753" "CG13999"
"288" "FBgn0031697" "FBgn0031697" "CG14024"
"289" "FBgn0036364" "FBgn0036364" "CG14109"
"290" "FBgn0040817" "FBgn0040817" "CG14132"
"291" "FBgn0032961" "FBgn0032961" "CG1416"
"292" "FBgn0266101" "FBgn0266101" "CG44838"
"293" "FBgn0030981" "FBgn0030981" "CG14191"
"294" "FBgn0030994" "FBgn0030994" "HP1D3csd"
"295" "FBgn0031023" "FBgn0031023" "CG14200"
"296" "FBgn0031042" "FBgn0031042" "CG14221"
"297" "FBgn0031061" "FBgn0031061" "CG14232"
"298" "FBgn0031066" "FBgn0031066" "COX6B"
"299" "FBgn0040608" "FBgn0040608" "CG14246"
"300" "FBgn0039483" "FBgn0039483" "CG14259"
"301" "FBgn0032023" "FBgn0032023" "witty"
"302" "FBgn0038654" "FBgn0038654" "CG14298"
"303" "FBgn0038632" "FBgn0038632" "CG14301"
"304" "FBgn0038596" "FBgn0038596" "CG14312"
"305" "FBgn0038581" "FBgn0038581" "CG14314"
"306" "FBgn0038540" "FBgn0038540" "CG14321"
"307" "FBgn0038525" "FBgn0038525" "CG14329"
"308" "FBgn0031302" "FBgn0031302" "CG14340"
"309" "FBgn0038207" "FBgn0038207" "CG14356"
"310" "FBgn0038147" "FBgn0038147" "CCHa2"
"311" "FBgn0030584" "FBgn0030584" "Grx5"
"312" "FBgn0029893" "FBgn0029893" "CG14442"
"313" "FBgn0034245" "FBgn0034245" "UQCR-6.4"
"314" "FBgn0034293" "FBgn0034293" "CG14495"
"315" "FBgn0037126" "FBgn0037126" "CG14567"
"316" "FBgn0037128" "FBgn0037128" "CG14572"
"317" "FBgn0033054" "FBgn0033054" "CG14591"
"318" "FBgn0037222" "FBgn0037222" "CG14642"
"319" "FBgn0037252" "FBgn0037252" "CG14650"
"320" "FBgn0037326" "FBgn0037326" "CG14669"
"321" "FBgn0030157" "FBgn0030157" "CG1468"
"322" "FBgn0262717" "FBgn0262717" "Skel"
"323" "FBgn0037832" "FBgn0037832" "Desi"
"324" "FBgn0037835" "FBgn0037835" "CG14687"
"325" "FBgn0263316" "FBgn0263316" "Mrp4"
"326" "FBgn0033274" "FBgn0033274" "CG14757"
"327" "FBgn0025381" "FBgn0025381" "rush"
"328" "FBgn0027794" "FBgn0027794" "Lrpprc2"
"329" "FBgn0026090" "FBgn0026090" "Lamtor5"
"330" "FBgn0035734" "FBgn0035734" "CG14823"
"331" "FBgn0031174" "FBgn0031174" "CG1486"
"332" "FBgn0038341" "FBgn0286071" "AdamTS-A"
"333" "FBgn0264776" "FBgn0264776" "CG44014"
"334" "FBgn0038422" "FBgn0038422" "js"
"335" "FBgn0015351" "FBgn0015351" "Mettl4"
"336" "FBgn0030361" "FBgn0030361" "CG1492"
"337" "FBgn0040968" "FBgn0040968" "CG14933"
"338" "FBgn0035440" "FBgn0035440" "CG14969"
"339" "FBgn0035495" "FBgn0035495" "CG14989"
"340" "FBgn0035544" "FBgn0035544" "CG15021"
"341" "FBgn0035548" "FBgn0035548" "CG15023"
"342" "FBgn0040699" "FBgn0040699" "CG15024"
"343" "FBgn0030927" "FBgn0030927" "CG15046"
"344" "FBgn0040733" "FBgn0040733" "BomS6"
"345" "FBgn0034391" "FBgn0034391" "CG15080"
"346" "FBgn0034390" "FBgn0034390" "CG15093"
"347" "FBgn0034394" "FBgn0034394" "CG15096"
"348" "FBgn0034398" "FBgn0034398" "CG15098"
"349" "FBgn0034417" "FBgn0034417" "CG15117"
"350" "FBgn0032647" "FBgn0032647" "CG15143"
"351" "FBgn0262685" "FBgn0262685" "CG43155"
"352" "FBgn0030270" "FBgn0030270" "CG15199"
"353" "FBgn0030272" "FBgn0030272" "CG15201"
"354" "FBgn0030271" "FBgn0030271" "CG15202"
"355" "FBgn0040843" "FBgn0040843" "CG15213"
"356" "FBgn0266421" "FBgn0288833" "RPA3"
"357" "FBgn0030156" "FBgn0030156" "CG15247"
"358" "FBgn0263216" "FBgn0263216" "CG43386"
"359" "FBgn0028855" "FBgn0028855" "CG15282"
"360" "FBgn0028526" "FBgn0028526" "CG15293"
"361" "FBgn0030183" "FBgn0030183" "Ypel"
"362" "FBgn0263132" "FBgn0263132" "Cht6"
"363" "FBgn0030040" "FBgn0030040" "CG15347"
"364" "FBgn0040718" "FBgn0040718" "CG15353"
"365" "FBgn0030104" "FBgn0030104" "CG15368"
"366" "FBgn0030260" "FBgn0030260" "CG1537"
"367" "FBgn0031528" "FBgn0031528" "CG15412"
"368" "FBgn0031542" "FBgn0031542" "CG15414"
"369" "FBgn0039827" "FBgn0039827" "CG1544"
"370" "FBgn0030259" "FBgn0030259" "CG1545"
"371" "FBgn0040650" "FBgn0040650" "CG15456"
"372" "FBgn0029955" "FBgn0029955" "CG15478"
"373" "FBgn0032452" "FBgn0032452" "CG15484"
"374" "FBgn0038894" "FBgn0038894" "Jhbp16"
"375" "FBgn0039719" "FBgn0039719" "CG15515"
"376" "FBgn0039723" "FBgn0039723" "CG15522"
"377" "FBgn0039748" "FBgn0039748" "CG15529"
"378" "FBgn0039817" "FBgn0039817" "CG15553"
"379" "FBgn0039820" "FBgn0039820" "CG15554"
"380" "FBgn0037409" "FBgn0037409" "Osi24"
"381" "FBgn0030317" "FBgn0030317" "pkm"
"382" "FBgn0031627" "FBgn0031627" "fipi"
"383" "FBgn0034567" "FBgn0034567" "CG15651"
"384" "FBgn0034605" "FBgn0034605" "Ugt49C1"
"385" "FBgn0034622" "FBgn0034622" "BBS9"
"386" "FBgn0034639" "FBgn0034639" "CG15673"
"387" "FBgn0034103" "FBgn0034103" "prim"
"388" "FBgn0030451" "FBgn0030451" "CG15717"
"389" "FBgn0030309" "FBgn0030309" "CG1572"
"390" "FBgn0029814" "FBgn0029814" "CG15765"
"391" "FBgn0029799" "FBgn0029799" "CG15772"
"392" "FBgn0029766" "FBgn0029766" "CG15784"
"393" "FBgn0030246" "FBgn0030246" "CG1582"
"394" "FBgn0038132" "FBgn0038132" "apn"
"395" "FBgn0034199" "FBgn0034199" "Gbp1"
"396" "FBgn0030218" "FBgn0030218" "CG1628"
"397" "FBgn0039854" "FBgn0039854" "CG1635"
"398" "FBgn0033453" "FBgn0033453" "Sting"
"399" "FBgn0031558" "FBgn0031558" "CG16704"
"400" "FBgn0031561" "FBgn0031561" "IM33"
"401" "FBgn0031560" "FBgn0031560" "CG16713"
"402" "FBgn0038721" "FBgn0038721" "subdued"
"403" "FBgn0029820" "FBgn0029820" "CG16721"
"404" "FBgn0030482" "FBgn0030482" "Bcat"
"405" "FBgn0039897" "FBgn0039897" "CG1674"
"406" "FBgn0035348" "FBgn0035348" "CG16758"
"407" "FBgn0034974" "FBgn0034974" "CG16786"
"408" "FBgn0034538" "FBgn0034538" "CG16799"
"409" "FBgn0032495" "FBgn0032495" "CG16820"
"410" "FBgn0040735" "FBgn0040735" "BomT2"
"411" "FBgn0028482" "FBgn0028482" "bdl"
"412" "FBgn0028544" "FBgn0028544" "Vajk3"
"413" "FBgn0032538" "FBgn0032538" "Vajk2"
"414" "FBgn0034480" "FBgn0034480" "CG16898"
"415" "FBgn0040732" "FBgn0040732" "CG16926"
"416" "FBgn0032479" "FBgn0032479" "CG16974"
"417" "FBgn0040972" "FBgn0040972" "CG16978"
"418" "FBgn0033122" "FBgn0033122" "CG17002"
"419" "FBgn0032109" "FBgn0032109" "CG17005"
"420" "FBgn0036547" "FBgn0036547" "CG17032"
"421" "FBgn0031099" "FBgn0031099" "CG17065"
"422" "FBgn0032281" "FBgn0032281" "CG17107"
"423" "FBgn0032285" "FBgn0032285" "CG17108"
"424" "FBgn0038761" "FBgn0038761" "CG17190"
"425" "FBgn0040571" "FBgn0040571" "CG17193"
"426" "FBgn0032414" "FBgn0032414" "CG17211"
"427" "FBgn0031489" "FBgn0031489" "CG17224"
"428" "FBgn0039031" "FBgn0039031" "Gbp3"
"429" "FBgn0038828" "FBgn0038828" "CG17270"
