"submitted_item" "validated_id" "current_symbol"
"206" "FBgn0029708" "FBgn0029708" "CG3556"
"207" "FBgn0002938" "FBgn0002938" "ninaC"
"208" "FBgn0030706" "FBgn0030706" "Lrp4"
"209" "FBgn0013995" "FBgn0013995" "Calx"
"210" "FBgn0034816" "FBgn0034816" "CG3085"
"211" "FBgn0028881" "FBgn0250844" "CG4218"
"212" "FBgn0039398" "FBgn0039398" "CG14540"
"213" "FBgn0032911" "FBgn0032911" "tadr"
"214" "FBgn0035521" "FBgn0035521" "VhaM9.7-a"
"215" "FBgn0004431" "FBgn0004431" "LysX"
"216" "FBgn0032318" "FBgn0032318" "CG14072"
"217" "FBgn0035833" "FBgn0035833" "CG7565"
"218" "FBgn0039229" "FBgn0039229" "Saf-B"
"219" "FBgn0033063" "FBgn0033063" "CG14589"
"220" "FBgn0032061" "FBgn0032061" "CatB"
"221" "FBgn0052432" "FBgn0052432" "CG32432"
"222" "FBgn0011286" "FBgn0011286" "RyR"
"223" "FBgn0023416" "FBgn0023416" "Ac3"
"224" "FBgn0035542" "FBgn0035542" "TP53INP"
"225" "FBgn0036091" "FBgn0036091" "CG18628"
"226" "FBgn0053171" "FBgn0260660" "Mp"
"227" "FBgn0035491" "FBgn0035491" "Dpy-30L2"
"228" "FBgn0033261" "FBgn0033261" "udd"
"229" "FBgn0031129" "FBgn0031129" "CG1324"
"230" "FBgn0023534" "FBgn0023534" "CG17778"
"231" "FBgn0037038" "FBgn0037038" "CG11037"
"232" "FBgn0034658" "FBgn0034658" "Grx1t"
"233" "FBgn0003141" "FBgn0003141" "pr"
"234" "FBgn0037828" "FBgn0037828" "tomboy20"
"235" "FBgn0000037" "FBgn0000037" "mAChR-A"
"236" "FBgn0028428" "FBgn0263397" "Ih"
"237" "FBgn0011474" "FBgn0011474" "Set8"
"238" "FBgn0027575" "FBgn0027575" "GABA-B-R2"
"239" "FBgn0028583" "FBgn0028583" "lcs"
"240" "FBgn0037939" "FBgn0037939" "CG14718"
"241" "FBgn0031831" "FBgn0031831" "COX5BL"
"242" "FBgn0032180" "FBgn0265002" "CG44153"
"243" "FBgn0037908" "FBgn0037908" "dpr5"
"244" "FBgn0010019" "FBgn0010019" "Cyp4g1"
"245" "FBgn0019643" "FBgn0287831" "speck"
"246" "FBgn0003423" "FBgn0003423" "slgA"
"247" "FBgn0038539" "FBgn0038539" "Atg8b"
"248" "FBgn0038598" "FBgn0038598" "CG7131"
"249" "FBgn0005619" "FBgn0005619" "Hdc"
"250" "FBgn0002772" "FBgn0002772" "Mlc1"
"251" "FBgn0034097" "FBgn0034097" "CG3687"
"252" "FBgn0032740" "FBgn0032740" "CG15172"
"253" "FBgn0039760" "FBgn0039760" "CG9682"
"254" "FBgn0034659" "FBgn0034659" "CG4021"
"255" "FBgn0024832" "FBgn0263351" "AP-2μ"
"256" "FBgn0037835" "FBgn0037835" "CG14687"
"257" "FBgn0004595" "FBgn0004595" "pros"
"258" "FBgn0036778" "FBgn0036778" "Cyp312a1"
"259" "FBgn0033268" "FBgn0033268" "Obp44a"
"260" "FBgn0036969" "FBgn0036969" "Spn77Bb"
"261" "FBgn0039345" "FBgn0261287" "ymp"
"262" "FBgn0035782" "FBgn0035782" "CG14835"
"263" "FBgn0011676" "FBgn0011676" "Nos"
"264" "FBgn0040679" "FBgn0040679" "CG11373"
"265" "FBgn0025726" "FBgn0025726" "unc-13"
"266" "FBgn0046225" "FBgn0046225" "CG17230"
"267" "FBgn0034497" "FBgn0034497" "Mpcp1"
"268" "FBgn0035860" "FBgn0265089" "eIF4E3"
"269" "FBgn0038296" "FBgn0038296" "Kpc1"
"270" "FBgn0038921" "FBgn0038921" "Theg"
"271" "FBgn0036986" "FBgn0036986" "CG5282"
"272" "FBgn0019624" "FBgn0019624" "COX5A"
"273" "FBgn0037678" "FBgn0037678" "CG16749"
"274" "FBgn0031476" "FBgn0031476" "CG8813"
"275" "FBgn0004369" "FBgn0004369" "Ptp99A"
"276" "FBgn0004623" "FBgn0004623" "Gβ76C"
"277" "FBgn0034959" "FBgn0034959" "Xxylt"
"278" "FBgn0033544" "FBgn0033544" "CG7220"
"279" "FBgn0011693" "FBgn0011693" "Pdh"
"280" "FBgn0037097" "FBgn0263911" "COX8"
"281" "FBgn0033584" "FBgn0033584" "CG7737"
"282" "FBgn0034375" "FBgn0034375" "CG12613"
"283" "FBgn0028916" "FBgn0028916" "CG33090"
"284" "FBgn0026141" "FBgn0026141" "Cdlc2"
"285" "FBgn0032520" "FBgn0032520" "CG10859"
"286" "FBgn0051431" "FBgn0051431" "CG31431"
"287" "FBgn0000038" "FBgn0000038" "nAChRβ1"
"288" "FBgn0038979" "FBgn0038979" "tHMG2"
"289" "FBgn0035473" "FBgn0035473" "mge"
"290" "FBgn0036451" "FBgn0036451" "Helz"
"291" "FBgn0038373" "FBgn0038373" "CG4546"
"292" "FBgn0038343" "FBgn0038343" "Trissin"
"293" "FBgn0031808" "FBgn0031808" "Nepl5"
"294" "FBgn0004880" "FBgn0004880" "scrt"
"295" "FBgn0034263" "FBgn0034263" "CG10934"
"296" "FBgn0037985" "FBgn0037985" "ssp5"
"297" "FBgn0035124" "FBgn0035124" "ttm2"
"298" "FBgn0035046" "FBgn0035046" "ND-19"
"299" "FBgn0029175" "FBgn0029175" "sotv"
"300" "FBgn0036687" "FBgn0036687" "CG6652"
"301" "FBgn0052656" "FBgn0052656" "Muc11A"
"302" "FBgn0013355" "FBgn0265262" "Vha68-1"
"303" "FBgn0000039" "FBgn0000039" "nAChRα2"
"304" "FBgn0032008" "FBgn0032008" "CG14277"
"305" "FBgn0003861" "FBgn0003861" "trp"
"306" "FBgn0032588" "FBgn0032588" "CG5968"
"307" "FBgn0033164" "FBgn0033164" "CG11112"
"308" "FBgn0037616" "FBgn0037616" "CG8136"
"309" "FBgn0034128" "FBgn0034128" "CG4409"
"310" "FBgn0033818" "FBgn0033818" "CG4712"
"311" "FBgn0010399" "FBgn0010399" "Nmdar1"
"312" "FBgn0039617" "FBgn0039617" "DIP-γ"
"313" "FBgn0034877" "FBgn0034877" "levy"
"314" "FBgn0032624" "FBgn0032624" "CG6304"
"315" "FBgn0034245" "FBgn0034245" "UQCR-6.4"
"316" "FBgn0041087" "FBgn0041087" "wun2"
"317" "FBgn0039149" "FBgn0039149" "CG18428"
"318" "FBgn0052079" "FBgn0052079" "CG32079"
"319" "FBgn0031192" "FBgn0027279" "l(1)G0196"
"320" "FBgn0014391" "FBgn0014391" "sun"
"321" "FBgn0037529" "FBgn0037529" "mRpS9"
"322" "FBgn0038819" "FBgn0038819" "Cpr92F"
"323" "FBgn0035665" "FBgn0035665" "Jon65Aiii"
"324" "FBgn0038798" "FBgn0038798" "Or92a"
"325" "FBgn0039792" "FBgn0039792" "CG2267"
"326" "FBgn0032336" "FBgn0032336" "AstC"
"327" "FBgn0040931" "FBgn0040931" "NdufA3"
"328" "FBgn0051025" "FBgn0051025" "Ppi1"
"329" "FBgn0038730" "FBgn0038730" "Acsx1L"
"330" "FBgn0027785" "FBgn0027785" "NP15.6"
"331" "FBgn0031636" "FBgn0031636" "CG12194"
"332" "FBgn0039911" "FBgn0039911" "CG1909"
"333" "FBgn0051016" "FBgn0051016" "CG31016"
"334" "FBgn0028481" "FBgn0028481" "Tmtc2"
"335" "FBgn0005410" "FBgn0265630" "sno"
"336" "FBgn0052459" "FBgn0052459" "CG32459"
"337" "FBgn0028552" "FBgn0028552" "γSnap1"
"338" "FBgn0026206" "FBgn0026206" "mei-P26"
"339" "FBgn0026395" "FBgn0026395" "Or23a"
"340" "FBgn0023415" "FBgn0023415" "Acp32CD"
"341" "FBgn0000116" "FBgn0000116" "Argk1"
"342" "FBgn0016696" "FBgn0016696" "Pitslre"
"343" "FBgn0013753" "FBgn0013753" "Bgb"
"344" "FBgn0013467" "FBgn0013467" "igl"
"345" "FBgn0036379" "FBgn0264001" "bru3"
"346" "FBgn0005636" "FBgn0005636" "nvy"
"347" "FBgn0032308" "FBgn0069354" "Porin2"
"348" "FBgn0038658" "FBgn0038658" "CG14292"
"349" "FBgn0051006" "FBgn0086704" "stops"
"350" "FBgn0029155" "FBgn0029155" "Men-b"
"351" "FBgn0029799" "FBgn0029799" "CG15772"
"352" "FBgn0015788" "FBgn0002567" "Rab32"
"353" "FBgn0028572" "FBgn0028572" "qtc"
"354" "FBgn0037484" "FBgn0250845" "CG1288"
"355" "FBgn0034576" "FBgn0034576" "ND-B14.7"
"356" "FBgn0001098" "FBgn0001098" "Gdh"
"357" "FBgn0051546" "FBgn0051546" "CG31546"
"358" "FBgn0011270" "FBgn0011270" "Pgam2"
"359" "FBgn0035817" "FBgn0035817" "CG7409"
"360" "FBgn0039635" "FBgn0039635" "Pdhb"
"361" "FBgn0040998" "FBgn0263355" "CG31688"
"362" "FBgn0032465" "FBgn0032465" "Yip1d1"
"363" "FBgn0030412" "FBgn0030412" "Tomosyn"
"364" "FBgn0003885" "FBgn0003885" "αTub84D"
"365" "FBgn0005427" "FBgn0005427" "ewg"
"366" "FBgn0026616" "FBgn0026616" "α-Man-IIb"
"367" "FBgn0035033" "FBgn0035033" "CG3548"
"368" "FBgn0020235" "FBgn0020235" "ATPsynγ"
"369" "FBgn0036762" "FBgn0289579" "Dld"
"370" "FBgn0035128" "FBgn0264707" "RhoGEF3"
"371" "FBgn0038925" "FBgn0038925" "Cchl"
"372" "FBgn0016691" "FBgn0016691" "ATPsynO"
"373" "FBgn0038356" "FBgn0038356" "CG12784"
"374" "FBgn0016930" "FBgn0016930" "Dyrk2"
"375" "FBgn0034173" "FBgn0034173" "CG9010"
"376" "FBgn0037579" "FBgn0037579" "COX7AL"
"377" "FBgn0025549" "FBgn0025549" "unc-119"
"378" "FBgn0051107" "FBgn0259178" "5PtaseI"
"379" "FBgn0028579" "FBgn0028579" "phtf"
"380" "FBgn0031724" "FBgn0031724" "CG18266"
"381" "FBgn0035982" "FBgn0035982" "CG4461"
"382" "FBgn0028582" "FBgn0028582" "lqf"
"383" "FBgn0030742" "FBgn0030742" "CG9919"
"384" "FBgn0013334" "FBgn0013334" "Sap47"
"385" "FBgn0030999" "FBgn0030999" "Mur18B"
"386" "FBgn0035455" "FBgn0035455" "CG10862"
"387" "FBgn0010357" "FBgn0010357" "βTry"
"388" "FBgn0038589" "FBgn0038589" "CG18598"
"389" "FBgn0021906" "FBgn0021906" "RFeSP"
"390" "FBgn0026176" "FBgn0026176" "SkpB"
"391" "FBgn0031575" "FBgn0031575" "Cep97"
