Gene ID,LogFC,P-value,FDR,Day 1 Rep 1,Day 1 Rep 2,Day 1 Rep 3,Day 60 Rep 1,Day 60 Rep 2,Day 60 Rep 3
FBgn0000008,0.584640087,0.010570986,0.013247763,24.13350393,22.3582396,31.67776351,41.6777843,42.93287261,31.3486787
FBgn0000014,-2.121180586,2.29581441220746E-11,5.46477556781793E-11,26.18345408,24.09925006,31.14368109,6.711191934,3.597726755,8.073229003
FBgn0000015,-1.582087434,2.90253395370072E-07,5.0823245949362E-07,8.541458922,12.21761727,13.45220094,3.398342413,4.341256951,3.564495846
FBgn0000017,0.997009218,2.49796263568473E-07,4.38838716306251E-07,40.56416491,36.07251498,46.4651705,82.09454847,91.86195647,69.02374738
FBgn0000018,1.35194414,3.13659942698938E-07,5.47262981999283E-07,6.771047436,8.277435698,8.445178259,21.28772983,22.30590588,15.60352155
FBgn0000024,-2.295851362,8.8532459906443E-29,8.03917614919688E-28,52.3358483,57.14790476,55.47781133,10.98583648,10.28949852,11.80296638
FBgn0000028,-2.081043187,4.39829406264965E-09,8.81110166636084E-09,7.98238161,7.758186964,5.507724951,1.218273695,2.134651208,1.605203427
FBgn0000032,2.052130219,7.52399021504111E-27,5.89571919185981E-26,25.12741915,26.14570095,25.8696172,111.9956871,117.4058164,86.18526049
FBgn0000036,-3.251404742,7.31780877185889E-22,3.88242796639322E-21,11.86486294,9.896269986,12.75121777,0.919048577,1.319166477,1.345538167
FBgn0000037,-1.463864678,1.00069998166302E-06,1.68399208899444E-06,8.696758175,12.09544109,11.78319338,3.312849522,4.125393345,4.225461963
FBgn0000038,-2.704978128,3.55727317107023E-36,4.89230589622162E-35,64.41813019,66.3722058,69.76451605,7.972212075,10.57731666,11.85017824
FBgn0000039,-2.736892431,3.15044851916588E-13,8.58227952368499E-13,10.34293026,10.75150319,8.678839317,1.111407581,1.055333181,2.218957679
FBgn0000042,0.492634735,0.003307865,0.004306338,1566.969464,1837.621269,1808.837015,2588.746109,2314.6095,2321.596275
FBgn0000044,-2.746450103,5.93087227498241E-36,8.03535500890019E-35,2742.118912,2475.503066,2636.931806,342.783746,301.2976233,508.1177026
FBgn0000045,-7.222072708,5.33931797873086E-184,3.40354824554199E-181,6864.630766,7554.33602,8495.315246,41.57091819,47.96969006,62.08360315
FBgn0000046,-4.177998753,3.61962921184833E-74,1.9227772009106E-72,1628.530088,1477.293192,1428.13639,67.77448925,69.74792935,109.1302271
FBgn0000047,-7.697785632,1.81170904984026E-124,3.91482689430738E-122,7249.151717,8199.181859,10103.67107,50.82552363,25.97558717,44.07227646
FBgn0000052,0.672245447,0.000115991,0.000168309,68.61121003,84.57645553,66.59340169,121.7205034,108.0517269,114.4651679
FBgn0000057,0.709967001,6.17484483155577E-05,9.14215500609738E-05,55.41077351,49.97005462,44.29546067,83.31282216,83.15545773,74.54753564
FBgn0000061,-3.822411217,1.11690921051035E-10,2.5247297029781E-10,4.627917743,4.184533914,3.338015122,0.512957345,0.28781814,0.023605933
FBgn0000063,2.997633132,8.05553042937755E-29,7.34095478514184E-28,5.373354158,5.039767122,3.404775425,37.23215398,42.5011454,29.03529729
FBgn0000064,-2.308153165,8.15859426004414E-37,1.15957545397216E-35,2876.080048,3241.303317,3626.586529,666.5453238,597.582414,675.9322785
FBgn0000071,-7.213782309,1.37726034484565E-25,9.75482896468734E-25,2.671147154,2.382435367,3.338015122,0,0,0.047211866
FBgn0000075,-2.573522913,6.57394306989197E-10,1.4062281912425E-09,5.342294307,5.375751597,4.706601322,0.790809241,1.295181632,0.472118655
FBgn0000077,1.737939758,6.20507581768319E-10,1.32933139975875E-09,7.95132176,5.009223079,9.212921737,24.51508646,25.06416306,23.60593276
FBgn0000078,1.599464,2.85125650209988E-14,8.38539080629097E-14,54.47897799,55.00982174,38.08675254,168.1858896,116.1346196,153.5565926
FBgn0000079,1.555996178,2.01495933899973E-14,5.99503304851985E-14,48.08064877,54.82655748,53.4416221,173.8497936,113.9280139,163.6363259
FBgn0000083,-0.573779182,0.003296926,0.004292536,297.4601894,336.7480759,353.1953801,222.7517272,171.1558541,258.8390527
FBgn0000084,0.502705162,0.00463059,0.005969805,59.01371619,65.88350111,70.79930074,91.04992879,83.32335164,98.93246418
FBgn0000092,-8.228540454,1.2438269174451E-42,2.2653641957868E-41,1722.020238,1669.415223,1487.018977,10.36601302,1.535030082,3.847767039
FBgn0000097,-1.999532538,2.08444183004066E-15,6.67199319387106E-15,361.598781,271.017295,164.9647073,70.5530082,73.41761064,51.79141647
FBgn0000108,-2.434397744,2.06983235861902E-37,3.04012589170898E-36,100.1369584,94.68653382,106.9166244,16.82072628,17.50893687,20.74961489
FBgn0000114,0.899770525,7.9669520461229E-07,1.35049423794736E-06,393.4351279,349.8514704,289.2390103,641.1325619,723.1670626,533.3288388
FBgn0000115,1.481999987,5.31566412271117E-16,1.78669659637344E-15,32.79920226,28.43650419,32.51226729,81.32511245,97.45042536,80.02411204
FBgn0000116,-0.783954657,6.94362269752582E-06,1.10269364437913E-05,1056.31446,1164.82763,1328.997341,690.0986152,627.3955763,716.0859702
FBgn0000117,1.476918377,2.38800364290845E-17,8.86307378266081E-17,180.4266723,197.4672391,216.3033799,569.8956106,575.0126748,487.6513589
FBgn0000120,-1.92132033,1.72302540517604E-26,1.31616841765065E-25,415.3944422,452.9070721,454.8379405,97.03443115,114.4556805,133.3263082
FBgn0000121,-1.223364695,7.02003085805674E-10,1.49813145981529E-09,586.3168002,626.7026777,607.6188927,193.2994263,250.4737367,325.9743254
FBgn0000139,2.05454253,3.19686903324679E-25,2.19123028520771E-24,15.0329677,16.982488,17.19077788,73.31015393,64.75908159,63.26389979
FBgn0000140,3.438423889,6.87191807289626E-55,1.99113826162169E-53,20.18890291,16.09671075,12.98487882,191.739181,192.8141692,141.0454482
FBgn0000146,2.963170008,1.21074273735971E-31,1.29386078445925E-30,6.95740654,8.00253931,11.95009414,72.30561246,77.63894337,57.88174712
FBgn0000147,2.193980159,4.69551112999059E-25,3.15733498925369E-24,21.21387798,19.82308401,14.72064669,84.5738423,98.05004649,68.69326432
FBgn0000150,1.170645705,5.5413859247465E-12,1.37767412547959E-11,485.3722857,544.2337611,606.5173477,1220.282778,1212.505871,1202.509821
FBgn0000152,-0.698504172,0.012969822,0.016119347,13.20043652,12.09544109,12.08361474,8.057704966,5.708393118,8.852224784
FBgn0000153,-4.603327082,1.03973743077595E-101,1.50631960283665E-99,337.0925588,377.4327414,351.9603145,11.43467416,13.95917981,17.89329703
FBgn0000157,-2.430903359,5.47699061047356E-15,1.69810684078131E-14,11.77168339,12.92013026,14.52036578,2.265561608,1.990742138,2.903529729
FBgn0000158,3.85336651,2.82304840176609E-39,4.49888050926449E-38,2.733266855,2.046450892,2.570271644,33.85518479,44.6357966,26.72191588
FBgn0000166,5.226748357,1.8591147332183E-76,1.08724099696331E-74,1.646172083,1.83264259,1.335206049,50.31256628,77.61495852,50.84717916
FBgn0000173,0.69054648,0.00017383,0.000249371,118.9902877,124.9556806,161.9938739,213.4971218,236.5625265,198.1954114
FBgn0000179,-3.001106503,1.29065795263112E-13,3.61719020402157E-13,4.627917743,5.100855209,3.738576937,0.683943127,0.383757521,0.566542386
FBgn0000180,-1.274694057,0.000877846,0.00119187,4.286259386,2.687875799,2.503511342,1.282393363,1.511045237,1.062266974
FBgn0000181,1.503045892,1.40749836563331E-19,6.22198219953507E-19,496.4917122,505.4428263,539.5901445,1483.515389,1513.323797,1314.213094
FBgn0000182,-4.518487577,9.09406057707967E-15,2.77236198702029E-14,2.081009992,1.74101046,1.201685444,0.085492891,0.071954535,0.047211866
FBgn0000183,1.236531071,4.11559754360467E-11,9.57127929285223E-11,63.36209527,76.32956387,82.68263457,184.2585531,188.4729123,144.6571559
FBgn0000206,-3.275202167,2.15454634114629E-28,1.91017463861433E-27,25.87285557,27.39800672,25.9363775,2.009082936,2.422469348,3.635313644
FBgn0000212,1.290105154,4.52900259445834E-12,1.13527829486334E-11,41.03006267,45.02191963,52.87415953,122.0411017,111.0498325,102.0956592
FBgn0000221,1.703565963,5.1744378766585E-13,1.38357610087079E-12,11.21260608,8.491244,8.278277503,29.38818124,30.74857133,29.67265747
FBgn0000228,1.178928343,1.60466299803837E-10,3.584693983177E-10,41.30960133,36.2252352,41.45814782,89.68204253,99.9208644,76.50682806
FBgn0000233,-2.296259029,0.00034709,0.000486537,1.056034921,1.343937899,2.47013119,0.064119668,0.647590816,0.283271193
FBgn0000239,1.066364292,2.9403085683963E-10,6.43867982454215E-10,99.23622274,94.28946125,99.773272,211.5307853,217.1827718,177.1861313
FBgn0000241,-1.140565715,0.004198472,0.005428633,3.727182075,4.33725413,6.976451605,1.923590045,1.750893687,3.068771258
FBgn0000246,1.801172043,1.49280140855711E-12,3.86823682066964E-12,6.429389079,6.536425238,7.677434781,25.3058957,25.73573872,19.99422504
FBgn0000247,0.505113746,0.006198269,0.007906126,42.42775595,44.50267089,45.33024536,69.31336128,58.47505219,56.98472167
FBgn0000250,0.569042439,0.000536417,0.000741572,326.9359877,341.2991383,291.0749186,481.1753631,500.7795794,419.6190607
FBgn0000251,2.223321546,7.49338160267726E-36,1.00561181107929E-34,36.58850403,36.46958754,41.29124706,175.9443694,194.4931084,157.0738766
FBgn0000253,-0.515771634,0.001402945,0.001878402,1146.853924,1095.737005,1096.938529,748.0200488,856.9065584,700.3880249
FBgn0000256,-1.21853542,2.68671638189319E-11,6.34666428622499E-11,180.7062109,159.6537136,119.6010818,63.43572503,67.32546,63.59438285
FBgn0000257,1.217501175,4.15343853935404E-11,9.65223987207886E-11,30.62501272,31.9796132,28.87383081,77.49930558,68.76455071,63.02784046
FBgn0000259,1.304215629,1.67786332354432E-13,4.67258180687343E-13,88.45845458,90.59363203,98.63834686,220.2938066,264.2650226,193.3561952
FBgn0000261,0.563098793,0.025417809,0.030788755,379.7998534,411.8558781,322.3187402,547.0048891,324.6348775,739.8335385
FBgn0000274,-2.452304247,1.704299724581E-20,8.17461143291314E-20,43.48379087,38.54658248,26.17003856,5.407425348,7.86702917,6.208360315
FBgn0000276,1.745520454,3.49230697977718E-06,5.6645574663078E-06,5.435473859,5.833912245,2.837312854,9.040873211,14.65474031,22.85054291
FBgn0000277,3.489322403,9.71951059909191E-10,2.05530006017288E-09,0.807556116,0.610880863,0.166900756,3.291476299,4.485166021,9.843673959
FBgn0000279,2.4116217,9.61204427545525E-07,1.61988040274658E-06,0.528017461,0.427616604,0.300421361,1.154154027,2.590363263,2.927135662
FBgn0000283,2.208776517,8.90010717331869E-34,1.0724713265845E-32,45.16102281,45.63280049,47.43319488,216.3183872,240.2801775,174.3298134
FBgn0000287,-2.374955184,2.91128636222002E-18,1.15878831819991E-17,22.89110991,24.89339518,18.82640529,4.851721558,3.597726755,4.131038232
FBgn0000289,1.312603903,3.40419117683191E-14,9.96327670188934E-14,93.70756933,98.22964282,107.9180289,249.9598397,271.5564154,214.129416
FBgn0000299,-3.304652498,2.12399365625998E-69,9.81115765349947E-68,544.4481216,574.9610686,569.9660821,58.11379258,48.68923541,61.42263703
FBgn0000303,-3.493022329,1.82313251742559E-34,2.29448336275013E-33,26.43193288,26.14570095,29.04073156,2.308308054,1.918787603,2.903529729
FBgn0000307,1.342640867,8.12241050526824E-13,2.14305901348644E-12,36.40214493,37.11101245,42.59307296,98.53055674,109.5387873,82.92764177
FBgn0000308,0.724596466,7.30162025579836E-06,1.15767139213E-05,394.5532825,436.0162162,452.5347101,681.9981638,734.5598639,676.2391557
FBgn0000316,2.068854659,7.32215231399484E-26,5.31606605074716E-25,23.04640916,20.15906849,26.67074083,99.21449987,104.6698637,85.87838337
FBgn0000318,0.75118528,3.45507018252054E-06,5.60558535975495E-06,84.32749444,85.92039343,89.45880527,135.8054572,148.5381453,147.0413551
FBgn0000320,-1.782257558,6.97247978837487E-12,1.72138158059627E-11,23.72972588,27.0314782,32.21184593,6.924924161,7.29139289,9.607614632
FBgn0000326,1.23102154,6.22304878294828E-09,1.22870758763834E-08,13.69739413,16.03562266,12.91811852,32.80789688,32.78728316,32.95388213
FBgn0000330,1.377013363,1.70124259812733E-11,4.09538177559012E-11,15.40568591,15.73018223,17.15739773,42.36172743,42.45317571,38.92618312
FBgn0000339,0.476608022,0.005637786,0.007223733,51.21769368,55.25417409,56.51259602,68.54392526,80.54110962,74.8780187
FBgn0000346,-1.979341722,9.36191756516487E-24,5.67007539374285E-23,80.13441461,93.15933166,76.34040584,20.53966703,24.46454193,17.42117837
FBgn0000351,6.270219841,3.57874810268061E-102,5.2443056966753E-100,0.621197012,0.855233209,1.134925142,68.33019304,74.11317115,56.65423862
FBgn0000352,2.354165,7.28019775892643E-25,4.8290968381141E-24,11.83380309,11.79000066,16.55655501,72.1559999,74.95264072,56.11130216
FBgn0000355,6.929811727,1.89327021838116E-90,1.89960910135271E-88,0.683316714,0.641424906,0.767743478,50.84689685,100.0647735,102.7330194
FBgn0000356,12.3253079,2.21914543994773E-12,5.68566825038054E-12,0,0,0,0.641196682,47.51397801,4.060220434
FBgn0000357,5.316411338,2.48542372133999E-09,5.07799151015441E-09,0.869675817,1.16067364,0.667603024,3.441088858,94.1165319,11.11839433
FBgn0000358,7.673630381,1.85175864719604E-09,3.82564754385063E-09,0,0.244352345,0,1.667111372,45.8590237,5.004457744
FBgn0000359,5.452584993,3.41295014081104E-09,6.89676673723252E-09,0.062119701,0,0,0.534330568,2.038711828,0.613754252
FBgn0000360,3.799632602,5.00051185242829E-09,9.97135513978474E-09,0.186359104,0.061088086,0,0.9404218,1.678939152,0.967843243
FBgn0000376,3.390691762,5.92145278167811E-59,1.96595316441704E-57,11.80274324,11.24020789,9.880524761,121.9769821,128.0311028,90.33990466
FBgn0000377,1.662441144,2.72576483892892E-18,1.08664089842104E-17,18.57379067,18.93730676,19.0266862,61.34114921,60.05805196,55.00182332
FBgn0000384,1.967702336,8.23322962770679E-24,5.01986822207718E-23,25.12741915,24.49632262,30.20903685,102.014392,117.5257407,89.30124362
FBgn0000394,-0.729445556,0.000795383,0.00108337,29.16519974,30.36077891,26.0698981,15.92305093,15.66210381,19.21522926
FBgn0000395,-1.382549844,5.03580100539341E-09,1.00393161872964E-08,32.30224465,30.57458721,38.58745481,12.99491941,10.6013015,14.75370797
FBgn0000404,4.692961555,5.16142093202007E-97,6.45127014336509E-95,33.32721972,32.8348464,44.39560112,965.9414276,1072.218512,792.1442855
FBgn0000405,4.782520803,6.23069268810356E-107,9.57049410610027E-105,73.14594822,66.03622133,81.44756898,2031.268341,2364.16219,1611.199334
FBgn0000411,-1.88087374,2.47301039888042E-08,4.6694919394737E-08,12.14440159,10.23225446,8.411798108,2.073202604,2.398484503,3.753343308
FBgn0000412,2.417035871,1.51138961159611E-42,2.74092548481349E-41,65.28780601,61.33243868,66.42650093,336.7137507,383.0859448,298.4970197
FBgn0000414,0.47533455,0.006126257,0.007818966,55.90773112,55.65124665,51.30529243,77.41381269,79.29389767,66.37988291
FBgn0000416,-0.683016739,0.000158545,0.000227829,928.2857556,1013.145912,1091.564325,658.8082171,520.4231675,680.4410117
FBgn0000422,-3.185424634,5.65811824010051E-50,1.3661998000576E-48,126.4446519,160.4173147,152.4805308,13.84984832,13.93519496,19.80537758
FBgn0000426,2.668480143,1.32540429012919E-32,1.49536099954487E-31,10.93306742,8.674508259,11.64967278,57.40847623,79.74960973,59.72300987
FBgn0000427,3.514623994,2.75891409569051E-08,5.19471212611996E-08,1.366633427,2.474067496,2.970833459,52.27890277,18.75614881,5.169699274
FBgn0000439,-2.277202982,1.07691846591877E-06,1.80772001606298E-06,2.360548647,2.199171108,3.171114366,0.812182463,0.311802985,0.42490679
FBgn0000448,-2.407282188,9.77306320590544E-13,2.56319240510365E-12,8.47933922,7.147306101,8.678839317,1.17552725,1.702923997,1.652415293
FBgn0000451,-0.849605183,0.005915918,0.007563381,11.39896518,8.063627396,10.31446673,3.975419426,6.691771764,5.712635727
FBgn0000454,0.86170156,2.52796492586976E-06,4.14148353121481E-06,200.3360365,259.5021907,243.1744016,441.1646902,363.9460385,451.793947
FBgn0000459,-1.17155385,0.001272658,0.001707907,5.062755652,4.795414777,6.943071454,2.500667058,1.774878532,3.068771258
FBgn0000463,1.961222511,1.68164940911762E-15,5.43180854239691E-15,10.77776817,14.53896455,19.06006635,57.90006035,64.97494519,48.25052655
FBgn0000464,-1.17234541,0.000318781,0.00044826,7.858142208,5.803368202,6.842931,2.286934831,3.261938924,3.446466182
FBgn0000473,0.843878165,0.001785001,0.002370765,19.50558619,20.98375766,20.3952724,37.80923099,22.11402712,47.28268331
FBgn0000482,1.105269957,9.92702919039248E-08,1.7959372094269E-07,15.84052382,15.69963819,17.99190151,34.09029024,36.67282805,34.46466182
FBgn0000489,-2.216001601,1.95561964674207E-25,1.36647484267651E-24,191.1423207,163.4106309,136.0574964,31.99571441,28.35008683,43.36409847
FBgn0000490,-1.615046258,4.10660267458831E-08,7.62637691162802E-08,17.39351635,15.18038945,26.97116219,5.899009471,6.619817229,6.751296768
FBgn0000499,0.93334093,1.80327261391633E-07,3.20327749126645E-07,68.02107287,66.31111771,56.47921587,130.0133138,128.3189209,100.3252142
FBgn0000504,-1.251391963,3.25985012038227E-08,6.09649834014281E-08,33.66887808,38.11896587,38.75435557,14.0208341,13.02377085,18.69589874
FBgn0000520,2.277174736,1.94722473723019E-24,1.23385527708488E-23,12.61029935,10.56823894,16.02247259,65.35931508,64.73509674,57.76371745
FBgn0000524,2.571420618,6.40760794087585E-34,7.78747317809592E-33,14.07011233,17.99044142,17.75824045,102.0998849,112.6568171,77.66351877
FBgn0000527,-8.396684312,2.3978326501875E-160,1.09178458775859E-157,2470.624758,1721.156832,1361.409468,4.253271321,5.228696217,6.727690836
FBgn0000533,3.134750715,3.31444856758067E-48,7.33609458126492E-47,6.429389079,7.758186964,7.176732512,62.85864802,65.52659663,56.67784455
FBgn0000535,-2.116000164,1.34949631031254E-09,2.81952285483032E-09,12.4550001,11.91217683,13.31868034,1.560245259,3.405847995,3.658919577
FBgn0000541,1.352336886,3.90799395034654E-12,9.83478382806318E-12,79.66851685,79.78104075,100.4742552,223.6494025,256.1101752,176.9736779
FBgn0000542,-3.753486787,6.94343102048863E-27,5.4508498817863E-26,19.9404241,17.25738439,27.70552551,1.581618481,1.103302871,2.05371615
FBgn0000543,1.171850185,7.32046032891774E-09,1.43892304553457E-08,27.1773693,31.03274786,38.12013269,78.37560772,69.05236885,66.7339719
FBgn0000546,1.431805062,3.13590394265691E-11,7.36544571940549E-11,20.99645902,21.6557266,30.40931776,66.29973688,71.4268685,57.3624166
FBgn0000547,1.055259114,1.96294917682003E-08,3.73628531730048E-08,56.90164634,54.73492535,64.29017125,126.7859572,137.6010559,96.87874803
FBgn0000557,-0.888734135,4.99769570828075E-06,8.02463760514751E-06,214.4682686,209.3488719,266.0398052,125.1615923,100.904243,141.2342957
FBgn0000559,1.000630643,1.6305807539138E-09,3.38405893401383E-09,2670.184298,2744.687719,2874.665243,5856.882849,5147.051804,5333.618871
FBgn0000560,-3.728903064,6.4684275479024E-14,1.85275180427337E-13,3.416583569,2.382435367,2.403370888,0.085492891,0.28781814,0.236059328
FBgn0000564,-6.356235286,4.63002578862304E-26,3.41203461151186E-25,11.83380309,9.774093813,6.242088278,0.042746445,0,0.283271193
FBgn0000566,1.954262921,4.45340594422903E-30,4.39446380673188E-29,34.88021225,38.48549439,39.28843799,145.0173162,141.7984038,143.571283
FBgn0000567,-3.890252726,1.45548940532989E-71,7.33440095990148E-70,94.85678381,99.14596412,101.5090399,6.946297384,5.348620442,7.294233222
FBgn0000568,-1.124566,9.36913339137555E-08,1.69717365170001E-07,168.3133305,141.9076246,94.73286916,66.68445489,56.29243129,59.06204376
FBgn0000576,-2.630172939,4.63506138600309E-08,8.57281265198801E-08,3.354463867,3.08494836,3.938857844,0.192359004,0.767515041,0.708177983
FBgn0000577,-2.614391786,4.08523828538575E-10,8.87118087214835E-10,5.559713262,5.620103943,4.706601322,1.282393363,0.551651436,0.68457205
FBgn0000578,-1.340860526,9.98958278567478E-11,2.26694893083958E-10,191.1733806,168.6947504,110.5216807,62.81590158,66.8457631,52.78286564
FBgn0000581,1.360435568,2.78809261779594E-13,7.63924194805082E-13,59.07583589,55.68179069,63.38890717,156.7939619,174.2498992,120.9095876
FBgn0000588,3.627528152,7.10616307924534E-44,1.36440471532077E-42,5.777132216,5.49792777,9.346442342,83.12046316,98.62568277,70.9830398
FBgn0000592,1.660810497,1.31466875539294E-08,2.53719527134493E-08,16.64807993,26.63440564,32.37874668,74.61392052,53.53417411,107.6902652
FBgn0000611,0.857900117,1.72242252806088E-06,2.85183958574651E-06,80.87985102,77.94839816,98.10426444,162.1158943,159.7630528,138.0711007
FBgn0000617,1.980025827,3.98709249226056E-17,1.45607110237267E-16,8.168740714,8.796684432,10.14756597,36.05662673,40.17461543,29.48381001
FBgn0000618,1.999798341,9.1272433843875E-16,3.00680170303763E-15,8.106621013,6.628057367,7.443773722,23.63878433,33.84261634,30.28641173
FBgn0000625,-1.480705603,0.000183003,0.000262206,3.261284316,2.810051971,2.904073156,0.748062795,0.935408956,1.487173764
FBgn0000629,1.973741078,4.42874462904083E-26,3.26748062937741E-25,23.26382812,21.41137426,21.02949527,87.92943827,92.26969884,74.26426445
FBgn0000633,-3.220717873,7.65303200423409E-27,5.98947237703993E-26,14.7223692,19.18165911,16.62331531,1.581618481,1.966757293,1.794050889
FBgn0000635,-1.218187506,5.92973937970616E-08,1.08852767965261E-07,81.25256923,85.03461618,77.90927295,36.29173218,23.74499658,42.93919168
FBgn0000636,-0.587571958,0.007460544,0.009451901,54.13731964,58.61401884,67.52804592,37.80923099,30.36481381,49.99736558
FBgn0000639,-12.69389812,2.69476235440979E-212,2.45396608974074E-209,173.0344278,235.3113086,274.2847026,0,0,0.094423731
FBgn0000640,-9.180376704,3.27506362062026E-184,2.19756768943619E-181,106.5352876,114.9983225,135.5901743,0.085492891,0.28781814,0.236059328
FBgn0000644,1.121157299,0.041490576,0.049348199,0.745436415,0.488704691,0.133520605,0.833555686,1.415105857,0.708177983
FBgn0000658,-5.312874855,7.17760017728852E-20,3.26928276742592E-19,5.249114755,4.734326691,12.3840361,0.170985782,0.28781814,0.094423731
FBgn0000659,-0.74193898,0.000961938,0.001302714,33.38933942,36.71393989,36.78492665,21.39459594,16.47758854,24.97507686
FBgn0000662,1.541066106,3.62654446531436E-17,1.33049828455519E-16,52.64644681,50.36712718,57.71428146,162.9280768,171.6835207,127.3067954
FBgn0000667,-2.615776251,2.30994814189033E-51,5.84316048828567E-50,979.8761675,982.4186044,1012.119565,170.7079299,165.4954307,142.1549271
FBgn0000709,1.467782167,1.73460211263153E-14,5.17781370497293E-14,28.54400272,27.82562332,32.87944895,85.77074278,88.5760327,69.44865417
FBgn0000711,-0.878638932,1.44658534619319E-07,2.58588286295808E-07,120.3258613,118.174903,114.3270179,65.3806883,67.42139938,56.34736149
FBgn0000719,0.59514265,0.001726555,0.002295438,32.67496286,38.27168609,39.6889998,58.84048215,56.31641613,49.64327659
FBgn0000723,-1.388597156,1.85289150782615E-11,4.44533568559946E-11,95.72645962,88.57772518,92.49639903,32.67965754,27.55858694,43.78900526
FBgn0000808,4.052131414,1.44494362462496E-19,6.38087505034418E-19,0.310598506,1.466114072,0.867883932,15.08949524,16.81337637,11.49608925
FBgn0000810,1.713306161,2.72173809812034E-14,8.01557842756668E-14,12.5792395,15.45528584,15.02106805,49.22253192,53.60612865,36.54198391
FBgn0000826,5.778792447,1.08301969534191E-92,1.1317555816323E-90,1.894650888,1.313393856,2.603651795,93.91394063,128.4388451,93.78637084
FBgn0000927,5.784109984,3.53753694267769E-75,1.96943486821825E-73,5.559713262,4.428886259,10.14756597,366.2301713,417.6001368,318.3023973
FBgn0000996,4.130203922,4.48282710833431E-85,3.66356171821501E-83,14.66024949,14.41678837,17.35767863,296.147374,289.0893372,217.4814585
FBgn0001075,-3.932741072,7.49435148384935E-26,5.42872085611337E-25,12.98301756,9.987902115,16.25613364,0.70531635,0.743530196,1.085872907
FBgn0001077,-2.042156893,0.000241669,0.000343024,1.304513726,0.549792777,0.667603024,0.213732227,0.19187876,0.188847462
FBgn0001078,1.702816277,1.29991852467536E-15,4.22879848713606E-15,23.57442662,20.64777318,31.5442429,79.65800108,90.54278999,74.09902292
FBgn0001079,1.919806868,3.51584582510372E-17,1.29062822989483E-16,9.411134739,8.552332087,9.313062191,35.99250706,36.64884321,29.17693289
FBgn0001083,-4.40031274,5.41307016227228E-41,9.2881872811318E-40,21.02751887,25.41264391,26.70412098,0.9404218,0.911424111,1.557991562
FBgn0001084,2.494877697,1.06320665142305E-21,5.55981197661708E-21,3.97566088,4.978679036,4.038998298,24.42959357,26.19145077,21.59942847
FBgn0001085,1.687160146,3.0511127865927E-16,1.04397844649142E-15,18.07683306,16.982488,17.02387712,52.89872623,66.31809651,46.50368753
FBgn0001086,3.515589076,1.22833347454024E-61,4.41127421603197E-60,16.89655874,12.64523387,13.35206049,170.430078,184.2275947,129.3132996
FBgn0001087,1.306317005,4.7283390408952E-13,1.26748516468404E-12,47.02461384,45.23572793,48.03403761,120.9938138,125.8005122,95.5568158
FBgn0001089,-1.113723189,0.000855091,0.001162213,13.20043652,11.82054471,15.75543138,8.079078188,3.66968129,6.727690836
FBgn0001090,-2.435574083,1.33243792232765E-31,1.42152728633934E-30,103.8020208,127.2464838,133.6875056,19.64199168,19.93140622,26.93436927
FBgn0001091,-1.702870315,1.78631037960874E-20,8.53266055812357E-20,2618.127989,2857.456326,3569.639991,904.3865462,967.0449668,876.1341943
FBgn0001092,1.024809972,4.53486184259198E-09,9.0747062676511E-09,805.9099441,907.4329784,1014.689837,1941.671791,1875.662851,1660.819005
FBgn0001099,-1.080107365,0.005961216,0.007617474,3.323404017,3.848549439,1.969428922,1.517498813,1.127287716,1.581597495
FBgn0001104,1.703858069,8.4751126131363E-21,4.14617078683326E-20,47.52157145,55.37635026,59.18300811,176.7779251,194.2052902,150.605851
FBgn0001105,0.633105947,0.000388072,0.000542195,166.8535176,176.7889218,217.0711234,287.1492472,312.018849,260.7039214
FBgn0001108,0.866162716,6.48849363210266E-07,1.10709054223336E-06,68.61121003,70.55673971,81.61446973,139.9091159,137.6250408,119.705685
FBgn0001114,-3.402167751,2.7105768634002E-40,4.52911460438914E-39,244.1925456,267.1382015,219.6747752,27.74244309,14.05511919,25.82489044
FBgn0001120,5.823885349,4.94104761989232E-90,4.84564739276978E-88,4.00672073,5.100855209,8.178137049,289.2865695,388.8183228,293.9646806
FBgn0001122,-0.538395153,0.002869854,0.003752977,81.87376624,85.09570426,82.21531246,63.35023214,57.27580994,48.29773842
FBgn0001123,-1.344269779,2.66581120097705E-11,6.2984482952662E-11,67.08927735,66.92199858,63.72270868,23.01896087,22.25793619,31.39589057
FBgn0001128,-2.858563431,5.89914123616292E-50,1.42170418941098E-48,2510.847265,2720.466293,3187.837822,398.8029627,338.1623301,407.4383994
FBgn0001133,1.207913708,1.72955959622814E-10,3.85222838789528E-10,22.95322961,22.48041577,24.03370888,48.41034946,56.58024943,53.49104363
FBgn0001134,-1.328830823,0.003226915,0.004203958,3.105985062,2.107538978,3.972237995,0.726689572,1.055333181,1.841262755
FBgn0001138,-4.005221741,1.72541430211633E-15,5.56893846523573E-15,6.274089826,3.66528518,5.20730359,0.256478673,0.14390907,0.519330521
FBgn0001139,1.778812928,7.42341282414486E-24,4.54590017311406E-23,82.0290655,79.96430501,85.82036879,285.5462555,318.2549087,235.9885098
FBgn0001142,1.589459823,1.00956303115241E-19,4.53520757017693E-19,161.5112232,156.0189725,182.4559066,499.299856,545.9670275,441.4781544
